user;1;100;1000000;7.96522498131e-06
user;1;1000;1000000;7.7327837944e-06
user;1;10000;1000000;7.59820199013e-06
user;1;100000;1000000;8.2059981823e-06
user;1;100000;1000000;8.13805198669e-06
user;1;100000000;1000000;7.70073986053e-06
user;2;100;500000;3.12716779709e-05
user;2;1000;500000;3.07692437172e-05
user;2;10000;500000;3.04745020866e-05
user;2;100000;500000;3.07754559517e-05
user;2;100000;500000;3.11213202477e-05
user;2;100000000;500000;3.05109319687e-05
user;4;100;250000;6.54936151505e-05
user;4;1000;250000;6.65871715546e-05
user;4;10000;250000;6.51340398788e-05
user;4;100000;250000;6.6845328331e-05
user;4;100000;250000;6.82036886215e-05
user;4;100000000;250000;6.60478363037e-05
user;8;100;125000;0.000144263208389
user;8;1000;125000;0.000146435951233
user;8;10000;125000;0.000142356367111
user;8;100000;125000;0.000143979799271
user;8;100000;125000;0.000142943920135
user;8;100000000;125000;0.000142605232239
user;12;100;83333;0.000216257521677
user;12;1000;83333;0.000219628850165
user;12;10000;83333;0.000213046751578
user;12;100000;83333;0.000218413868994
user;12;100000;83333;0.000212922911704
user;12;100000000;83333;0.000224672673555
user;16;100;62500;0.000300387214661
user;16;1000;62500;0.000296662273407
user;16;10000;62500;0.00029677571106
user;16;100000;62500;0.000303492145538
user;16;100000;62500;0.000303970657349
user;16;100000000;62500;0.00029371124649
user;20;100;50000;0.000375578637123
user;20;1000;50000;0.000377223057747
user;20;10000;50000;0.000370483961105
user;20;100000;50000;0.000388449320793
user;20;100000;50000;0.000401798381805
user;20;100000000;50000;0.000387968659401
user;24;100;41666;0.000464479481385
user;24;1000;41666;0.000461652693984
user;24;10000;41666;0.000468746456395
user;24;100000;41666;0.000460159216109
user;24;100000;41666;0.000457073948315
user;24;100000000;41666;0.000463475612479
