1;10000;3.40008735657e-07
1;10000;3.28493118286e-07
1;10000;1.95097923279e-07
1;10000;3.50689888e-07
1;100000;3.38411331177e-07
1;100000;3.33209037781e-07
1;100000;3.38208675385e-07
1;100000;3.39648723602e-07
1;1000000;2.56228923798e-07
1;1000000;2.58484125137e-07
1;1000000;2.77816057205e-07
1;1000000;3.22409152985e-07
1;10000000;2.32691001892e-07
1;10000000;2.32393288612e-07
1;10000000;2.34964084625e-07
1;10000000;2.20220303535e-07
1;100000000;2.23104128838e-07
1;100000000;2.23845028877e-07
1;100000000;2.26140840054e-07
1;100000000;2.18876569271e-07
2;5000;1.20277404785e-06
2;5000;1.42540931702e-06
2;5000;6.86407089233e-07
2;5000;1.23200416565e-06
2;50000;1.31453990936e-06
2;50000;1.37470245361e-06
2;50000;6.6602230072e-07
2;50000;1.3933801651e-06
2;500000;1.05238771439e-06
2;500000;1.16505384445e-06
2;500000;1.12566995621e-06
2;500000;1.0622959137e-06
2;5000000;9.62275362015e-07
2;5000000;1.02123379707e-06
2;5000000;1.02839016914e-06
2;5000000;1.01172618866e-06
2;50000000;1.01608778e-06
2;50000000;1.01018046379e-06
2;50000000;1.07542570114e-06
2;50000000;1.01415178299e-06
4;2500;1.40838623047e-06
4;2500;2.18601226807e-06
4;2500;2.84366607666e-06
4;2500;2.21033096313e-06
4;25000;2.70875930786e-06
4;25000;1.74952507019e-06
4;25000;2.4324798584e-06
4;25000;2.20655441284e-06
4;250000;2.07495594025e-06
4;250000;1.77155971527e-06
4;250000;1.90749645233e-06
4;250000;2.00908374786e-06
4;2500000;1.7965212822e-06
4;2500000;1.80299320221e-06
4;2500000;1.88871040344e-06
4;2500000;1.82401237488e-06
4;25000000;1.86764016151e-06
4;25000000;1.80164427757e-06
4;25000000;1.79698987961e-06
4;25000000;1.71354536057e-06
8;1250;3.94878387451e-06
8;1250;1.15047454834e-05
8;1250;4.18071746826e-06
8;1250;3.84712219238e-06
8;12500;3.77279281616e-06
8;12500;3.88864517212e-06
8;12500;3.83136749268e-06
8;12500;3.87767791748e-06
8;125000;3.04459190369e-06
8;125000;3.12248802185e-06
8;125000;3.13712692261e-06
8;125000;2.94695854187e-06
8;1250000;2.63328170776e-06
8;1250000;2.70824890137e-06
8;1250000;3.16768722534e-06
8;1250000;3.1561384201e-06
8;12500000;2.6716176033e-06
