std;1;100;10000;5.37672042847e-05
std;1;1000;10000;5.77709913254e-05
std;1;10000;10000;6.16250991821e-05
std;1;100000;10000;0.000125329089165
std;1;1000000;10000;0.0010065955162
std;2;100;5000;6.11171722412e-05
std;2;1000;5000;6.59339904785e-05
std;2;10000;5000;7.86982059479e-05
std;2;100000;5000;0.000189260578156
std;2;1000000;5000;0.00160541958809
std;4;100;2500;6.13867759705e-05
std;4;1000;2500;6.45440101624e-05
std;4;10000;2500;8.22012901306e-05
std;4;100000;2500;0.000218842792511
std;4;1000000;2500;0.00185830430984
std;8;100;1250;6.39455795288e-05
std;8;1000;1250;6.64800643921e-05
std;8;10000;1250;8.06798934937e-05
std;8;100000;1250;0.000273951911926
std;8;1000000;1250;0.00216357841492
std;12;100;833;6.43733025742e-05
std;12;1000;833;7.01969554301e-05
std;12;10000;833;0.000103638810413
std;12;100000;833;0.000323206579843
std;12;1000000;833;0.00303825553583
std;16;100;625;0.000490006256104
std;16;1000;625;7.1915435791e-05
std;16;10000;625;9.7811126709e-05
std;16;100000;625;0.000355553436279
std;16;1000000;625;0.00362627677917
std;20;100;500;7.05180168152e-05
std;20;1000;500;0.000157063961029
std;20;10000;500;0.000127935886383
std;20;100000;500;0.000332118034363
std;20;1000000;500;0.00401446580887
std;24;100;416;9.06827358099e-05
std;24;1000;416;0.000108540631258
std;24;10000;416;9.27929694836e-05
std;24;100000;416;0.000323625138173
std;24;1000000;416;0.00310399497931
