vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 2; 512; 0.018700; 0.009000; 0
2000; 4; 512; 0.022000; 0.026000; 0
3000; 6; 512; 0.019080; 0.021000; 0
4000; 8; 512; 0.018260; 0.029000; 0
5000; 10; 512; 0.019280; 0.034000; 0
6000; 12; 512; 0.023320; 0.069000; 0
7000; 14; 512; 0.022320; 0.051000; 0
8000; 16; 512; 0.023940; 0.060000; 0
9000; 18; 512; 0.025800; 0.062000; 0
10000; 20; 512; 0.027400; 0.066000; 0
11000; 22; 512; 0.029200; 0.074000; 0
12000; 24; 512; 0.030480; 0.080000; 0
13000; 26; 512; 0.032280; 0.144000; 0
14000; 28; 512; 0.033840; 0.093000; 0
15000; 30; 512; 0.035560; 0.102000; 0
16000; 32; 512; 0.037100; 0.105000; 0
17000; 34; 512; 0.028640; 0.116000; 0
18000; 36; 512; 0.029460; 0.122000; 0
19000; 38; 512; 0.030160; 0.126000; 0
20000; 40; 512; 0.034200; 0.221000; 0
21000; 42; 512; 0.031740; 0.140000; 0
22000; 43; 512; 0.032600; 0.147000; 0
23000; 45; 512; 0.033340; 0.153000; 0
24000; 47; 512; 0.034780; 0.160000; 0
25000; 49; 512; 0.035640; 0.164000; 0
26000; 51; 512; 0.036640; 0.176000; 0
27000; 53; 512; 0.037100; 0.291000; 0
28000; 55; 512; 0.038000; 0.183000; 0
29000; 57; 512; 0.039000; 0.190000; 0
30000; 59; 512; 0.039760; 0.202000; 0
31000; 61; 512; 0.040700; 0.203000; 0
32000; 63; 512; 0.041600; 0.214000; 0
33000; 65; 512; 0.042460; 0.212000; 0
34000; 67; 512; 0.043260; 0.371000; 0
35000; 69; 512; 0.044340; 0.236000; 0
36000; 71; 512; 0.045040; 0.238000; 0
37000; 73; 512; 0.045740; 0.241000; 0
38000; 75; 512; 0.046520; 0.254000; 0
39000; 77; 512; 0.047860; 0.253000; 0
40000; 79; 512; 0.048480; 0.268000; 0
41000; 81; 512; 0.049600; 0.266000; 0
42000; 83; 512; 0.050460; 0.271000; 0
43000; 84; 512; 0.051440; 0.276000; 0
44000; 86; 512; 0.051900; 0.285000; 0
45000; 88; 512; 0.052800; 0.314000; 0
46000; 90; 512; 0.053640; 0.298000; 0
47000; 92; 512; 0.054540; 0.515000; 0
48000; 94; 512; 0.055500; 0.320000; 0
49000; 96; 512; 0.056140; 0.320000; 0
50000; 98; 512; 0.057400; 0.508000; 0
51000; 100; 512; 0.058120; 0.327000; 0
52000; 102; 512; 0.059180; 0.337000; 0
53000; 104; 512; 0.059920; 0.346000; 0
54000; 106; 512; 0.061320; 0.589000; 0
55000; 108; 512; 0.061080; 0.599000; 0
56000; 110; 512; 0.062140; 0.361000; 0
57000; 112; 512; 0.063000; 0.616000; 0
58000; 114; 512; 0.064320; 0.379000; 0
59000; 116; 512; 0.065200; 0.378000; 0
60000; 118; 512; 0.066080; 0.390000; 0
61000; 120; 512; 0.067460; 0.395000; 0
62000; 122; 512; 0.068260; 0.400000; 0
63000; 124; 512; 0.069620; 0.401000; 0
64000; 125; 512; 0.070360; 0.408000; 0
65000; 127; 512; 0.071500; 0.418000; 0
66000; 129; 512; 0.072160; 0.420000; 0
67000; 131; 512; 0.073180; 0.431000; 0
68000; 133; 512; 0.074200; 0.433000; 0
69000; 135; 512; 0.075400; 0.438000; 0
70000; 137; 512; 0.076260; 0.450000; 0
71000; 139; 512; 0.077340; 0.455000; 0
72000; 141; 512; 0.078380; 0.763000; 0
73000; 143; 512; 0.079420; 0.464000; 0
74000; 145; 512; 0.080340; 0.471000; 0
75000; 147; 512; 0.081420; 0.804000; 0
76000; 149; 512; 0.082340; 0.482000; 0
77000; 151; 512; 0.083200; 0.497000; 0
78000; 153; 512; 0.087120; 0.839000; 0
79000; 155; 512; 0.084940; 0.506000; 0
80000; 157; 512; 0.085720; 0.508000; 0
81000; 159; 512; 0.086820; 0.866000; 0
82000; 161; 512; 0.088520; 0.525000; 0
83000; 163; 512; 0.088940; 0.532000; 0
84000; 165; 512; 0.090080; 0.893000; 0
85000; 167; 512; 0.091240; 0.541000; 0
86000; 168; 512; 0.091960; 0.538000; 0
87000; 170; 512; 0.093020; 0.922000; 0
88000; 172; 512; 0.094020; 0.553000; 0
89000; 174; 512; 0.095000; 0.565000; 0
90000; 176; 512; 0.095840; 0.566000; 0
91000; 178; 512; 0.100500; 0.575000; 0
92000; 180; 512; 0.097840; 0.969000; 0
93000; 182; 512; 0.098940; 0.583000; 0
94000; 184; 512; 0.099760; 0.809000; 0
95000; 186; 512; 0.100640; 0.593000; 0
96000; 188; 512; 0.101720; 0.604000; 0
97000; 190; 512; 0.105880; 0.608000; 0
98000; 192; 512; 0.103380; 0.609000; 0
99000; 194; 512; 0.104680; 0.621000; 0
100000; 196; 512; 0.105840; 0.623000; 0
101000; 198; 512; 0.106660; 0.626000; 0
102000; 200; 512; 0.107800; 0.636000; 0
103000; 202; 512; 0.108480; 0.646000; 0
104000; 204; 512; 0.109520; 0.649000; 0
105000; 206; 512; 0.109920; 0.662000; 0
106000; 208; 512; 0.111040; 0.663000; 0
107000; 209; 512; 0.112180; 0.674000; 0
108000; 211; 512; 0.112920; 0.677000; 0
109000; 213; 512; 0.113860; 0.684000; 0
110000; 215; 512; 0.114420; 0.689000; 0
111000; 217; 512; 0.117960; 0.692000; 0
112000; 219; 512; 0.116780; 0.701000; 0
113000; 221; 512; 0.117460; 0.703000; 0
114000; 223; 512; 0.118520; 0.715000; 0
115000; 225; 512; 0.119080; 0.717000; 0
116000; 227; 512; 0.120500; 0.730000; 0
117000; 229; 512; 0.121340; 0.726000; 0
118000; 231; 512; 0.121960; 0.736000; 0
119000; 233; 512; 0.123100; 0.742000; 0
120000; 235; 512; 0.127700; 0.749000; 0
121000; 237; 512; 0.125880; 0.751000; 0
122000; 239; 512; 0.125500; 1.285000; 0
123000; 241; 512; 0.126380; 0.768000; 0
124000; 243; 512; 0.127540; 0.777000; 0
125000; 245; 512; 0.128400; 0.778000; 0
126000; 247; 512; 0.129240; 0.785000; 0
127000; 249; 512; 0.129780; 1.337000; 0
128000; 250; 512; 0.130980; 0.803000; 0
129000; 252; 512; 0.131820; 1.361000; 0
130000; 254; 512; 0.132680; 0.812000; 0
131000; 256; 512; 0.133380; 0.817000; 0
