vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 125; 8; 0.018720; 0.009000; 0
2000; 250; 8; 0.020640; 0.017000; 0
3000; 375; 8; 0.022160; 0.020000; 0
4000; 500; 8; 0.022260; 0.029000; 0
5000; 625; 8; 0.026960; 0.056000; 0
6000; 750; 8; 0.027120; 0.041000; 0
7000; 875; 8; 0.029960; 0.048000; 0
8000; 1000; 8; 0.032640; 0.056000; 0
9000; 1125; 8; 0.035360; 0.061000; 0
10000; 1250; 8; 0.038240; 0.067000; 0
11000; 1375; 8; 0.041000; 0.073000; 0
12000; 1500; 8; 0.043500; 0.138000; 0
13000; 1625; 8; 0.046420; 0.091000; 0
14000; 1750; 8; 0.049140; 0.097000; 0
15000; 1875; 8; 0.051960; 0.103000; 0
16000; 2000; 8; 0.054600; 0.112000; 0
17000; 2125; 8; 0.047060; 0.113000; 0
18000; 2250; 8; 0.049160; 0.119000; 0
19000; 2375; 8; 0.050760; 0.212000; 0
20000; 2500; 8; 0.052900; 0.135000; 0
21000; 2625; 8; 0.054600; 0.147000; 0
22000; 2750; 8; 0.056620; 0.148000; 0
23000; 2875; 8; 0.058740; 0.160000; 0
24000; 3000; 8; 0.060600; 0.157000; 0
25000; 3125; 8; 0.062720; 0.160000; 0
26000; 3250; 8; 0.064440; 0.284000; 0
27000; 3375; 8; 0.066340; 0.178000; 0
28000; 3500; 8; 0.068260; 0.185000; 0
29000; 3625; 8; 0.070400; 0.191000; 0
30000; 3750; 8; 0.072540; 0.196000; 0
31000; 3875; 8; 0.074340; 0.203000; 0
32000; 4000; 8; 0.076300; 0.209000; 0
33000; 4125; 8; 0.078460; 0.354000; 0
34000; 4250; 8; 0.080140; 0.224000; 0
35000; 4375; 8; 0.082140; 0.235000; 0
36000; 4500; 8; 0.084160; 0.234000; 0
37000; 4625; 8; 0.086060; 0.240000; 0
38000; 4750; 8; 0.087840; 0.253000; 0
39000; 4875; 8; 0.089840; 0.254000; 0
40000; 5000; 8; 0.092040; 0.260000; 0
41000; 5125; 8; 0.093560; 0.268000; 0
42000; 5250; 8; 0.095560; 0.295000; 0
43000; 5375; 8; 0.097380; 0.461000; 0
44000; 5500; 8; 0.099740; 0.292000; 0
45000; 5625; 8; 0.101880; 0.297000; 0
46000; 5750; 8; 0.103680; 0.494000; 0
47000; 5875; 8; 0.105640; 0.303000; 0
48000; 6000; 8; 0.107660; 0.316000; 0
49000; 6125; 8; 0.109380; 0.320000; 0
50000; 6250; 8; 0.111400; 0.325000; 0
51000; 6375; 8; 0.113300; 0.337000; 0
52000; 6500; 8; 0.115260; 0.342000; 0
53000; 6625; 8; 0.117420; 0.345000; 0
54000; 6750; 8; 0.119260; 0.350000; 0
55000; 6875; 8; 0.121380; 0.356000; 0
56000; 7000; 8; 0.123340; 0.360000; 0
57000; 7125; 8; 0.125580; 0.372000; 0
58000; 7250; 8; 0.127240; 0.369000; 0
