vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 1000; 1; 0.013060; 0.008000; 0
2000; 2000; 1; 0.022680; 0.026000; 0
3000; 3000; 1; 0.031760; 0.020000; 0
4000; 4000; 1; 0.041160; 0.028000; 0
5000; 5000; 1; 0.050460; 0.034000; 0
6000; 6000; 1; 0.060000; 0.068000; 0
7000; 7000; 1; 0.069180; 0.048000; 0
8000; 8000; 1; 0.078520; 0.056000; 0
9000; 9000; 1; 0.087860; 0.062000; 0
10000; 10000; 1; 0.097220; 0.070000; 0
11000; 11000; 1; 0.106560; 0.078000; 0
12000; 12000; 1; 0.115920; 0.080000; 0
13000; 13000; 1; 0.125260; 0.086000; 0
14000; 14000; 1; 0.134720; 0.098000; 0
15000; 15000; 1; 0.144140; 0.164000; 0
16000; 16000; 1; 0.153260; 0.105000; 0
17000; 17000; 1; 0.162700; 0.111000; 0
18000; 18000; 1; 0.172120; 0.122000; 0
19000; 19000; 1; 0.181360; 0.127000; 0
20000; 20000; 1; 0.190660; 0.133000; 0
21000; 21000; 1; 0.200180; 0.139000; 0
22000; 22000; 1; 0.209500; 0.146000; 0
23000; 23000; 1; 0.219200; 0.154000; 0
24000; 24000; 1; 0.228180; 0.165000; 0
25000; 25000; 1; 0.237560; 0.163000; 0
26000; 26000; 1; 0.246660; 0.169000; 0
27000; 27000; 1; 0.257020; 0.289000; 0
28000; 28000; 1; 0.265860; 0.182000; 0
29000; 29000; 1; 0.275120; 0.195000; 0
30000; 30000; 1; 0.284220; 0.201000; 0
31000; 31000; 1; 0.294480; 0.342000; 0
32000; 32000; 1; 0.303660; 0.207000; 0
33000; 33000; 1; 0.312600; 0.211000; 0
34000; 34000; 1; 0.321900; 0.230000; 0
35000; 35000; 1; 0.332200; 0.383000; 0
36000; 36000; 1; 0.341400; 0.231000; 0
37000; 37000; 1; 0.350140; 0.244000; 0
38000; 38000; 1; 0.360080; 0.245000; 0
39000; 39000; 1; 0.369120; 0.417000; 0
40000; 40000; 1; 0.378220; 0.263000; 0
41000; 41000; 1; 0.388260; 0.266000; 0
42000; 42000; 1; 0.397420; 0.271000; 0
43000; 43000; 1; 0.407020; 0.467000; 0
44000; 44000; 1; 0.415800; 0.287000; 0
45000; 45000; 1; 0.426380; 0.287000; 0
46000; 46000; 1; 0.434660; 0.298000; 0
47000; 47000; 1; 0.444260; 0.499000; 0
48000; 48000; 1; 0.453660; 0.306000; 0
49000; 49000; 1; 0.463580; 0.314000; 0
50000; 50000; 1; 0.472760; 0.325000; 0
51000; 51000; 1; 0.482640; 0.320000; 0
52000; 52000; 1; 0.492080; 0.556000; 0
53000; 53000; 1; 0.500240; 0.557000; 0
54000; 54000; 1; 0.510340; 0.573000; 0
55000; 55000; 1; 0.520320; 0.358000; 0
56000; 56000; 1; 0.529840; 0.349000; 0
57000; 57000; 1; 0.538660; 0.358000; 0
58000; 58000; 1; 0.548700; 0.364000; 0
59000; 59000; 1; 0.557380; 0.370000; 0
60000; 60000; 1; 0.567480; 0.382000; 0
61000; 61000; 1; 0.576860; 0.383000; 0
62000; 62000; 1; 0.597740; 0.397000; 0
63000; 63000; 1; 0.621140; 0.395000; 0
64000; 64000; 1; 0.628460; 0.401000; 0
65000; 65000; 1; 0.649500; 0.412000; 0
66000; 66000; 1; 0.001100; 0.413000; 0
67000; 67000; 1; 0.001100; 0.426000; 0
68000; 68000; 1; 0.001100; 0.426000; 0
69000; 69000; 1; 0.001140; 0.434000; 0
70000; 70000; 1; 0.001160; 0.444000; 0
71000; 71000; 1; 0.001160; 0.451000; 0
72000; 72000; 1; 0.001180; 0.455000; 0
73000; 73000; 1; 0.001200; 0.463000; 0
74000; 74000; 1; 0.001200; 0.463000; 0
75000; 75000; 1; 0.001180; 0.793000; 0
76000; 76000; 1; 0.001240; 0.485000; 0
77000; 77000; 1; 0.001260; 0.491000; 0
78000; 78000; 1; 0.001260; 0.496000; 0
79000; 79000; 1; 0.001280; 0.493000; 0
80000; 80000; 1; 0.001320; 0.497000; 0
81000; 81000; 1; 0.001320; 0.507000; 0
82000; 82000; 1; 0.001340; 0.512000; 0
83000; 83000; 1; 0.001360; 0.521000; 0
84000; 84000; 1; 0.001380; 0.523000; 0
85000; 85000; 1; 0.001380; 0.539000; 0
86000; 86000; 1; 0.001420; 0.541000; 0
87000; 87000; 1; 0.001400; 0.543000; 0
88000; 88000; 1; 0.001380; 0.926000; 0
89000; 89000; 1; 0.001440; 0.562000; 0
90000; 90000; 1; 0.001460; 0.567000; 0
91000; 91000; 1; 0.001480; 0.569000; 0
92000; 92000; 1; 0.001460; 0.969000; 0
93000; 93000; 1; 0.001500; 0.586000; 0
94000; 94000; 1; 0.001520; 0.586000; 0
95000; 95000; 1; 0.001540; 0.597000; 0
96000; 96000; 1; 0.001560; 0.597000; 0
97000; 97000; 1; 0.001580; 0.606000; 0
98000; 98000; 1; 0.001600; 0.616000; 0
99000; 99000; 1; 0.001620; 0.616000; 0
100000; 100000; 1; 0.001640; 0.622000; 0
101000; 101000; 1; 0.001600; 1.064000; 0
102000; 102000; 1; 0.001660; 0.639000; 0
103000; 103000; 1; 0.001680; 0.650000; 0
104000; 104000; 1; 0.001700; 0.654000; 0
105000; 105000; 1; 0.001680; 1.103000; 0
106000; 106000; 1; 0.001740; 0.665000; 0
107000; 107000; 1; 0.001740; 0.668000; 0
108000; 108000; 1; 0.001760; 0.675000; 0
109000; 109000; 1; 0.001760; 0.677000; 0
110000; 110000; 1; 0.001800; 0.690000; 0
111000; 111000; 1; 0.001820; 0.698000; 0
112000; 112000; 1; 0.001820; 0.703000; 0
113000; 113000; 1; 0.001840; 0.710000; 0
114000; 114000; 1; 0.001860; 0.713000; 0
115000; 115000; 1; 0.001860; 0.713000; 0
116000; 116000; 1; 0.001900; 0.724000; 0
117000; 117000; 1; 0.001900; 0.729000; 0
118000; 118000; 1; 0.001880; 1.248000; 0
119000; 119000; 1; 0.001940; 0.747000; 0
120000; 120000; 1; 0.001960; 0.748000; 0
121000; 121000; 1; 0.001980; 0.760000; 0
122000; 122000; 1; 0.001960; 1.280000; 0
123000; 123000; 1; 0.002000; 0.769000; 0
124000; 124000; 1; 0.002020; 0.776000; 0
125000; 125000; 1; 0.002040; 0.793000; 0
126000; 126000; 1; 0.002040; 0.785000; 0
127000; 127000; 1; 0.002060; 0.788000; 0
