vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 1; 1024; 0.023520; 0.022000; 0
2000; 2; 1024; 0.019280; 0.016000; 0
3000; 3; 1024; 0.023220; 0.034000; 0
4000; 4; 1024; 0.018680; 0.030000; 0
5000; 5; 1024; 0.019820; 0.033000; 0
6000; 6; 1024; 0.021240; 0.041000; 0
7000; 7; 1024; 0.023400; 0.048000; 0
8000; 8; 1024; 0.024440; 0.055000; 0
9000; 9; 1024; 0.026060; 0.062000; 0
10000; 10; 1024; 0.027560; 0.067000; 0
11000; 11; 1024; 0.029120; 0.074000; 0
12000; 12; 1024; 0.030800; 0.080000; 0
13000; 13; 1024; 0.032340; 0.097000; 0
14000; 14; 1024; 0.033940; 0.154000; 0
15000; 15; 1024; 0.035660; 0.102000; 0
16000; 16; 1024; 0.037200; 0.108000; 0
17000; 17; 1024; 0.030180; 0.120000; 0
18000; 18; 1024; 0.031440; 0.121000; 0
19000; 19; 1024; 0.032240; 0.126000; 0
20000; 20; 1024; 0.033160; 0.129000; 0
21000; 21; 1024; 0.033520; 0.226000; 0
22000; 22; 1024; 0.034660; 0.143000; 0
23000; 23; 1024; 0.035440; 0.153000; 0
24000; 24; 1024; 0.036180; 0.261000; 0
25000; 25; 1024; 0.037100; 0.167000; 0
26000; 26; 1024; 0.037880; 0.168000; 0
27000; 27; 1024; 0.038740; 0.181000; 0
28000; 28; 1024; 0.039240; 0.185000; 0
29000; 29; 1024; 0.040180; 0.185000; 0
30000; 30; 1024; 0.041040; 0.188000; 0
31000; 31; 1024; 0.041380; 0.341000; 0
32000; 32; 1024; 0.042760; 0.204000; 0
33000; 33; 1024; 0.044840; 0.211000; 0
34000; 34; 1024; 0.046180; 0.224000; 0
35000; 35; 1024; 0.047040; 0.230000; 0
36000; 36; 1024; 0.048100; 0.233000; 0
37000; 37; 1024; 0.048740; 0.236000; 0
38000; 38; 1024; 0.049480; 0.414000; 0
39000; 39; 1024; 0.050260; 0.251000; 0
40000; 40; 1024; 0.051400; 0.255000; 0
41000; 41; 1024; 0.052040; 0.436000; 0
42000; 42; 1024; 0.052800; 0.266000; 0
43000; 42; 1024; 0.053560; 0.277000; 0
44000; 43; 1024; 0.054440; 0.278000; 0
45000; 44; 1024; 0.055200; 0.286000; 0
46000; 45; 1024; 0.056100; 0.292000; 0
47000; 46; 1024; 0.056680; 0.297000; 0
48000; 47; 1024; 0.057280; 0.511000; 0
49000; 48; 1024; 0.058560; 0.318000; 0
50000; 49; 1024; 0.061240; 0.323000; 0
51000; 50; 1024; 0.062300; 0.546000; 0
52000; 51; 1024; 0.063060; 0.325000; 0
53000; 52; 1024; 0.063920; 0.339000; 0
54000; 53; 1024; 0.064660; 0.340000; 0
55000; 54; 1024; 0.065500; 0.351000; 0
56000; 55; 1024; 0.066340; 0.352000; 0
57000; 56; 1024; 0.067200; 0.363000; 0
58000; 57; 1024; 0.067960; 0.364000; 0
59000; 58; 1024; 0.068680; 0.370000; 0
60000; 59; 1024; 0.069360; 0.375000; 0
61000; 60; 1024; 0.070740; 0.382000; 0
62000; 61; 1024; 0.071640; 0.383000; 0
63000; 62; 1024; 0.072300; 0.394000; 0
64000; 63; 1024; 0.073320; 0.404000; 0
65000; 64; 1024; 0.074500; 0.406000; 0
66000; 65; 1024; 0.077000; 0.415000; 0
67000; 66; 1024; 0.077700; 0.416000; 0
68000; 67; 1024; 0.079060; 0.423000; 0
69000; 68; 1024; 0.079780; 0.435000; 0
70000; 69; 1024; 0.080760; 0.739000; 0
71000; 70; 1024; 0.082360; 0.440000; 0
72000; 71; 1024; 0.086080; 0.445000; 0
73000; 72; 1024; 0.083960; 0.769000; 0
74000; 73; 1024; 0.085040; 0.461000; 0
75000; 74; 1024; 0.086000; 0.472000; 0
76000; 75; 1024; 0.086920; 0.800000; 0
77000; 76; 1024; 0.087900; 0.483000; 0
78000; 77; 1024; 0.088800; 0.491000; 0
79000; 78; 1024; 0.089460; 0.824000; 0
80000; 79; 1024; 0.090620; 0.503000; 0
81000; 80; 1024; 0.091720; 0.507000; 0
82000; 81; 1024; 0.094460; 0.506000; 0
83000; 82; 1024; 0.095460; 0.513000; 0
84000; 83; 1024; 0.096500; 0.519000; 0
85000; 84; 1024; 0.097660; 0.525000; 0
86000; 84; 1024; 0.098420; 0.530000; 0
87000; 85; 1024; 0.099280; 0.544000; 0
88000; 86; 1024; 0.100020; 0.550000; 0
89000; 87; 1024; 0.101080; 0.557000; 0
90000; 88; 1024; 0.102120; 0.940000; 0
91000; 89; 1024; 0.102940; 0.566000; 0
92000; 90; 1024; 0.103860; 0.574000; 0
93000; 91; 1024; 0.104820; 0.582000; 0
94000; 92; 1024; 0.105760; 0.581000; 0
95000; 93; 1024; 0.106740; 0.586000; 0
96000; 94; 1024; 0.107960; 0.593000; 0
97000; 95; 1024; 0.109160; 0.603000; 0
98000; 96; 1024; 0.109880; 0.611000; 0
99000; 97; 1024; 0.111980; 0.614000; 0
100000; 98; 1024; 0.113080; 0.967000; 0
101000; 99; 1024; 0.117300; 0.624000; 0
102000; 100; 1024; 0.115320; 0.631000; 0
103000; 101; 1024; 0.115560; 0.644000; 0
104000; 102; 1024; 0.117280; 0.648000; 0
105000; 103; 1024; 0.118060; 0.653000; 0
106000; 104; 1024; 0.118840; 0.658000; 0
107000; 105; 1024; 0.119640; 0.661000; 0
108000; 106; 1024; 0.120340; 1.133000; 0
109000; 107; 1024; 0.121660; 0.675000; 0
110000; 108; 1024; 0.122300; 1.159000; 0
111000; 109; 1024; 0.123220; 0.691000; 0
112000; 110; 1024; 0.124380; 0.691000; 0
113000; 111; 1024; 0.124860; 0.703000; 0
114000; 112; 1024; 0.126180; 0.709000; 0
115000; 113; 1024; 0.127260; 1.113000; 0
116000; 114; 1024; 0.128880; 0.721000; 0
117000; 115; 1024; 0.129620; 0.723000; 0
118000; 116; 1024; 0.130500; 0.728000; 0
119000; 117; 1024; 0.131700; 0.735000; 0
120000; 118; 1024; 0.132840; 0.746000; 0
121000; 119; 1024; 0.133640; 0.744000; 0
122000; 120; 1024; 0.134400; 0.757000; 0
123000; 121; 1024; 0.135160; 0.764000; 0
124000; 122; 1024; 0.136400; 0.771000; 0
125000; 123; 1024; 0.136700; 0.776000; 0
126000; 124; 1024; 0.137860; 0.782000; 0
127000; 125; 1024; 0.139140; 0.788000; 0
128000; 125; 1024; 0.139700; 0.795000; 0
129000; 126; 1024; 0.140740; 0.800000; 0
130000; 127; 1024; 0.141400; 0.806000; 0
131000; 128; 1024; 0.142580; 0.812000; 0
132000; 129; 1024; 0.143620; 1.277000; 0
133000; 130; 1024; 0.144820; 0.824000; 0
134000; 131; 1024; 0.145280; 1.296000; 0
