vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 8; 128; 0.022580; 0.014000; 0
2000; 16; 128; 0.021140; 0.023000; 0
3000; 24; 128; 0.019060; 0.021000; 0
4000; 32; 128; 0.018180; 0.029000; 0
5000; 40; 128; 0.019180; 0.034000; 0
6000; 47; 128; 0.021100; 0.069000; 0
7000; 55; 128; 0.022600; 0.051000; 0
8000; 63; 128; 0.024080; 0.056000; 0
9000; 71; 128; 0.025680; 0.062000; 0
10000; 79; 128; 0.028420; 0.070000; 0
11000; 86; 128; 0.028880; 0.078000; 0
12000; 94; 128; 0.030580; 0.080000; 0
13000; 102; 128; 0.032140; 0.087000; 0
14000; 110; 128; 0.034040; 0.093000; 0
15000; 118; 128; 0.035340; 0.100000; 0
16000; 125; 128; 0.037280; 0.105000; 0
17000; 133; 128; 0.029680; 0.112000; 0
18000; 141; 128; 0.030320; 0.170000; 0
19000; 149; 128; 0.030360; 0.128000; 0
20000; 157; 128; 0.031660; 0.217000; 0
21000; 165; 128; 0.033800; 0.142000; 0
22000; 172; 128; 0.033600; 0.147000; 0
23000; 180; 128; 0.034300; 0.154000; 0
24000; 188; 128; 0.034520; 0.159000; 0
25000; 196; 128; 0.036460; 0.164000; 0
26000; 204; 128; 0.036320; 0.170000; 0
27000; 211; 128; 0.037080; 0.173000; 0
28000; 219; 128; 0.038160; 0.182000; 0
29000; 227; 128; 0.039060; 0.189000; 0
30000; 235; 128; 0.039640; 0.331000; 0
31000; 243; 128; 0.041880; 0.201000; 0
32000; 250; 128; 0.042500; 0.208000; 0
33000; 258; 128; 0.042520; 0.367000; 0
34000; 266; 128; 0.043440; 0.221000; 0
35000; 274; 128; 0.045420; 0.228000; 0
36000; 282; 128; 0.050760; 0.242000; 0
37000; 290; 128; 0.081660; 0.240000; 0
38000; 297; 128; 0.084520; 0.246000; 0
39000; 305; 128; 0.084820; 0.258000; 0
40000; 313; 128; 0.085860; 0.266000; 0
41000; 321; 128; 0.049400; 0.264000; 0
42000; 329; 128; 0.050480; 0.271000; 0
43000; 336; 128; 0.051100; 0.458000; 0
44000; 344; 128; 0.052120; 0.285000; 0
45000; 352; 128; 0.052980; 0.287000; 0
46000; 360; 128; 0.053640; 0.549000; 0
47000; 368; 128; 0.054760; 0.304000; 0
48000; 375; 128; 0.055760; 0.313000; 0
49000; 383; 128; 0.056480; 0.314000; 0
50000; 391; 128; 0.057600; 0.320000; 0
51000; 399; 128; 0.058280; 0.325000; 0
52000; 407; 128; 0.059300; 0.331000; 0
53000; 415; 128; 0.059980; 0.574000; 0
54000; 422; 128; 0.063540; 0.394000; 0
55000; 430; 128; 0.062740; 0.359000; 0
56000; 438; 128; 0.062820; 0.353000; 0
57000; 446; 128; 0.063660; 0.368000; 0
58000; 454; 128; 0.064740; 0.373000; 0
59000; 461; 128; 0.065400; 0.375000; 0
60000; 469; 128; 0.066440; 0.385000; 0
61000; 477; 128; 0.067780; 0.439000; 0
62000; 485; 128; 0.068020; 0.659000; 0
63000; 493; 128; 0.069360; 0.396000; 0
64000; 500; 128; 0.073360; 0.404000; 0
65000; 508; 128; 0.071540; 0.408000; 0
66000; 516; 128; 0.072800; 0.412000; 0
67000; 524; 128; 0.073600; 0.424000; 0
68000; 532; 128; 0.074740; 0.424000; 0
69000; 540; 128; 0.075760; 0.433000; 0
70000; 547; 128; 0.076660; 0.442000; 0
71000; 555; 128; 0.077880; 0.444000; 0
72000; 563; 128; 0.079380; 0.448000; 0
73000; 571; 128; 0.079980; 0.457000; 0
74000; 579; 128; 0.080700; 0.469000; 0
75000; 586; 128; 0.081660; 0.475000; 0
76000; 594; 128; 0.084980; 0.473000; 0
77000; 602; 128; 0.083460; 0.480000; 0
78000; 610; 128; 0.084420; 0.493000; 0
79000; 618; 128; 0.085380; 0.498000; 0
80000; 625; 128; 0.086360; 0.506000; 0
81000; 633; 128; 0.087380; 0.621000; 0
82000; 641; 128; 0.089060; 0.517000; 0
83000; 649; 128; 0.090140; 0.518000; 0
84000; 657; 128; 0.090800; 0.541000; 0
85000; 665; 128; 0.091960; 0.537000; 0
86000; 672; 128; 0.096720; 0.540000; 0
87000; 680; 128; 0.094200; 0.547000; 0
88000; 688; 128; 0.094960; 0.927000; 0
89000; 696; 128; 0.095820; 0.553000; 0
90000; 704; 128; 0.096920; 0.562000; 0
91000; 711; 128; 0.097760; 0.571000; 0
92000; 719; 128; 0.098720; 0.579000; 0
93000; 727; 128; 0.099800; 0.580000; 0
94000; 735; 128; 0.100600; 0.587000; 0
95000; 743; 128; 0.101440; 0.597000; 0
96000; 750; 128; 0.102520; 1.009000; 0
97000; 758; 128; 0.103320; 0.612000; 0
98000; 766; 128; 0.104660; 0.611000; 0
99000; 774; 128; 0.105960; 0.625000; 0
100000; 782; 128; 0.107160; 0.629000; 0
101000; 790; 128; 0.110320; 0.628000; 0
102000; 797; 128; 0.109100; 0.633000; 0
103000; 805; 128; 0.110000; 0.647000; 0
104000; 813; 128; 0.110760; 0.654000; 0
105000; 821; 128; 0.111820; 0.659000; 0
106000; 829; 128; 0.112440; 1.123000; 0
107000; 836; 128; 0.113360; 0.671000; 0
108000; 844; 128; 0.114260; 0.678000; 0
109000; 852; 128; 0.115100; 0.686000; 0
110000; 860; 128; 0.116260; 0.692000; 0
111000; 868; 128; 0.116800; 0.689000; 0
112000; 875; 128; 0.118060; 0.698000; 0
113000; 883; 128; 0.119140; 0.706000; 0
114000; 891; 128; 0.121940; 0.712000; 0
115000; 899; 128; 0.120820; 0.721000; 0
116000; 907; 128; 0.121500; 0.728000; 0
117000; 915; 128; 0.122700; 0.731000; 0
118000; 922; 128; 0.123640; 0.739000; 0
119000; 930; 128; 0.124580; 0.746000; 0
120000; 938; 128; 0.125240; 0.749000; 0
121000; 946; 128; 0.126160; 0.756000; 0
122000; 954; 128; 0.127160; 0.759000; 0
123000; 961; 128; 0.128080; 0.772000; 0
124000; 969; 128; 0.128960; 0.775000; 0
125000; 977; 128; 0.129940; 0.782000; 0
126000; 985; 128; 0.130620; 0.788000; 0
127000; 993; 128; 0.131660; 0.794000; 0
128000; 1000; 128; 0.132500; 0.801000; 0
129000; 1008; 128; 0.133540; 0.802000; 0
130000; 1016; 128; 0.134260; 0.812000; 0
131000; 1024; 128; 0.135320; 0.821000; 0
132000; 1032; 128; 0.139300; 0.828000; 0
133000; 1040; 128; 0.136700; 0.833000; 0
134000; 1047; 128; 0.137680; 0.836000; 0
135000; 1055; 128; 0.138240; 1.417000; 0
136000; 1063; 128; 0.139580; 0.852000; 0
137000; 1071; 128; 0.140440; 0.860000; 0
138000; 1079; 128; 0.141300; 0.868000; 0
139000; 1086; 128; 0.142220; 0.870000; 0
140000; 1094; 128; 0.142920; 0.872000; 0
141000; 1102; 128; 0.145940; 0.885000; 0
142000; 1110; 128; 0.144660; 0.891000; 0
143000; 1118; 128; 0.146000; 0.896000; 0
144000; 1125; 128; 0.146700; 1.409000; 0
145000; 1133; 128; 0.147560; 0.914000; 0
146000; 1141; 128; 0.148420; 1.537000; 0
147000; 1149; 128; 0.149640; 0.926000; 0
148000; 1157; 128; 0.150360; 0.932000; 0
149000; 1165; 128; 0.151500; 0.937000; 0
150000; 1172; 128; 0.152580; 0.933000; 0
151000; 1180; 128; 0.153140; 0.942000; 0
152000; 1188; 128; 0.153980; 0.951000; 0
153000; 1196; 128; 0.154720; 0.958000; 0
154000; 1204; 128; 0.156100; 0.964000; 0
155000; 1211; 128; 0.156560; 0.974000; 0
156000; 1219; 128; 0.157660; 1.172000; 0
157000; 1227; 128; 0.158520; 0.979000; 0
158000; 1235; 128; 0.159720; 0.986000; 0
