std;1;100;10000;4.05117988586e-05
std;1;1000;10000;4.21720981598e-05
std;1;10000;10000;3.8884806633e-05
std;1;100000;10000;8.14732074738e-05
std;1;1000000;10000;0.000686263799667
std;2;100;10000;4.1187620163e-05
std;2;1000;10000;4.29528951645e-05
std;2;10000;10000;5.37478923798e-05
std;2;100000;10000;0.000124689292908
std;2;1000000;10000;0.00122131040096
std;4;100;10000;4.36457872391e-05
std;4;1000;10000;4.54865932465e-05
std;4;10000;10000;5.54457902908e-05
std;4;100000;10000;0.000159403586388
std;4;1000000;10000;0.00131238150597
std;8;100;10000;4.49882030487e-05
std;8;1000;10000;4.16877985001e-05
std;8;10000;10000;5.82956075668e-05
std;8;100000;10000;0.0002047082901
std;8;1000000;10000;0.00163850889206
std;12;100;10000;4.02980089188e-05
std;12;1000;10000;4.1175198555e-05
std;12;10000;10000;6.33988857269e-05
std;12;100000;10000;0.000220894503593
std;12;1000000;10000;0.00220188980103
std;16;100;10000;4.93712902069e-05
std;16;1000;10000;4.69834089279e-05
std;16;10000;10000;6.02198123932e-05
std;16;100000;10000;0.000266706609726
std;16;1000000;10000;0.00253275718689
std;20;100;10000;6.00702047348e-05
std;20;1000;10000;6.2455201149e-05
std;20;10000;10000;7.30540037155e-05
std;20;100000;10000;0.000328187799454
std;20;1000000;10000;0.00241714508533
std;24;100;10000;6.15485906601e-05
std;24;1000;10000;6.43136978149e-05
std;24;10000;10000;7.14795827866e-05
std;24;100000;10000;0.000344583201408
std;24;1000000;10000;0.00227490050793
