1;1;22.8881835938;142.8126220703
64;1;17.1661376953;21.2192535400
128;1;18.8350677490;11193.0312500000
256;1;20.0271606445;11513.9453125000
1024;1;24.0802764893;10937.9218750000
2056;1;22.8881835938;24.0802764893
4096;1;25.9876251221;1000924.5000000002
1048576;1;28.1333923340;11032432.0000000037
2097152;1;38.1469726562;22066368.0000000075
10485760;1;43.8690185547;107316800.0000000298
104857600;1;42.9153442383;1071105024.0000002384
1;10;32.0911407471;593.0898437500
64;10;21.6007232666;23.1027526855
128;10;20.5993652344;2.7894973755
256;10;24.2948532104;188.8035888672
1024;10;21.0046768188;596.7851562500
2056;10;21.0046768188;1912.8076171875
4096;10;20.5993652344;1002077.5000000002
1048576;10;23.6034393311;3307056.0000000009
2097152;10;24.5094299316;4613524.0000000019
10485760;10;24.1041183472;19244976.0000000075
104857600;10;26.6075134277;112463360.0000000298
1;100;3.9696693420;5.3691864014
64;100;3.7002563477;113.6493530273
128;100;5.1403045654;113.6278686523
256;100;3.8290023804;1.9001960754
1024;100;4.0698051453;6.7090988159
2056;100;4.1198730469;6.8712234497
4096;100;5.6195259094;1001112.0000000002
1048576;100;4.4202804565;2763406.0000000009
2097152;100;4.1604042053;10622440.0000000037
10485760;100;5.6600570679;18276480.0000000075
