1;1000;3.38077545166e-07
1;1000;3.29971313477e-07
1;1000;3.14950942993e-07
1;1000;3.40938568115e-07
1;1000;3.23057174683e-07
1;10000;3.37386131287e-07
1;10000;3.33690643311e-07
1;10000;2.04992294312e-07
1;10000;3.52716445923e-07
1;10000;3.36503982544e-07
2;500;1.30796432495e-06
2;500;1.23023986816e-06
2;500;1.46245956421e-06
2;500;1.31368637085e-06
2;500;1.1739730835e-06
2;5000;1.25060081482e-06
2;5000;1.21116638184e-06
2;5000;1.22880935669e-06
2;5000;1.20759010315e-06
2;5000;1.20377540588e-06
4;250;3.56769561768e-06
4;250;2.17151641846e-06
4;250;1.39236450195e-06
4;250;2.39276885986e-06
4;250;1.50394439697e-06
4;2500;2.09999084473e-06
4;2500;2.16121673584e-06
4;2500;2.33201980591e-06
4;2500;2.16197967529e-06
4;2500;2.77757644653e-06
8;125;4.1446685791e-06
8;125;4.25720214844e-06
8;125;4.40788269043e-06
8;125;4.09507751465e-06
8;125;4.29534912109e-06
8;1250;4.00161743164e-06
8;1250;3.83682250977e-06
8;1250;3.90319824219e-06
8;1250;4.00943756104e-06
8;1250;4.08802032471e-06
12;83;5.6243804564e-06
12;83;5.71342835943e-06
12;83;5.31414905226e-06
12;83;6.48326184376e-06
12;83;6.87966863793e-06
12;833;5.15590910436e-06
12;833;5.13186689471e-06
12;833;5.36484735496e-06
12;833;5.46817161313e-06
12;833;5.21229381035e-06
16;62;6.82184773107e-06
16;62;8.79072373913e-06
16;62;8.14468629899e-06
16;62;7.62939453125e-06
16;62;9.06375146681e-06
16;625;7.06558227539e-06
16;625;7.93113708496e-06
16;625;7.5569152832e-06
16;625;7.60154724121e-06
16;625;7.33757019043e-06
20;50;1.3542175293e-05
20;50;1.31797790527e-05
20;50;1.38235092163e-05
20;50;1.16586685181e-05
20;50;1.23405456543e-05
20;500;2.14576721191e-05
20;500;1.06139183044e-05
20;500;1.14722251892e-05
20;500;1.17359161377e-05
20;500;1.12957954407e-05
24;41;1.13452353129e-05
24;41;1.18278875584e-05
24;41;1.17290310743e-05
24;41;1.29501994063e-05
24;41;0.000306774930256
24;416;1.12887758475e-05
24;416;1.03557339081e-05
24;416;1.10291517698e-05
24;416;1.10623928217e-05
24;416;1.13581235592e-05
