vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 1; 1024; 0.004950; 0.021000; 0
2000; 2; 1024; 0.004490; 0.016000; 0
3000; 3; 1024; 0.004490; 0.021000; 0
4000; 4; 1024; 0.004520; 0.031000; 0
5000; 5; 1024; 0.004540; 0.033000; 0
6000; 6; 1024; 0.004570; 0.046000; 0
7000; 7; 1024; 0.004930; 0.081000; 0
8000; 8; 1024; 0.005070; 0.106000; 0
9000; 9; 1024; 0.004870; 0.100000; 0
10000; 10; 1024; 0.004990; 0.108000; 0
11000; 11; 1024; 0.004880; 0.121000; 0
12000; 12; 1024; 0.005110; 0.082000; 0
13000; 13; 1024; 0.004700; 0.088000; 0
14000; 14; 1024; 0.004750; 0.095000; 0
15000; 15; 1024; 0.004850; 0.099000; 0
16000; 16; 1024; 0.004850; 0.111000; 0
17000; 17; 1024; 0.006700; 0.112000; 0
18000; 18; 1024; 0.007020; 0.119000; 0
19000; 19; 1024; 0.007030; 0.125000; 0
20000; 20; 1024; 0.007060; 0.128000; 0
21000; 21; 1024; 0.006990; 0.134000; 0
22000; 22; 1024; 0.006980; 0.141000; 0
23000; 23; 1024; 0.007020; 0.150000; 0
24000; 24; 1024; 0.007060; 0.156000; 0
25000; 25; 1024; 0.007130; 0.268000; 0
26000; 26; 1024; 0.007100; 0.167000; 0
27000; 27; 1024; 0.007110; 0.173000; 0
28000; 28; 1024; 0.007160; 0.179000; 0
29000; 29; 1024; 0.007390; 0.186000; 0
30000; 30; 1024; 0.007420; 0.190000; 0
31000; 31; 1024; 0.007510; 0.198000; 0
32000; 32; 1024; 0.007250; 0.205000; 0
33000; 33; 1024; 0.008810; 0.208000; 0
34000; 34; 1024; 0.009370; 0.216000; 0
35000; 35; 1024; 0.009550; 0.228000; 0
36000; 36; 1024; 0.009460; 0.228000; 0
37000; 37; 1024; 0.009490; 0.233000; 0
38000; 38; 1024; 0.009540; 0.239000; 0
39000; 39; 1024; 0.009580; 0.252000; 0
40000; 40; 1024; 0.009600; 0.258000; 0
41000; 41; 1024; 0.009630; 0.264000; 0
42000; 42; 1024; 0.009660; 0.268000; 0
43000; 42; 1024; 0.009630; 0.274000; 0
44000; 43; 1024; 0.009680; 0.278000; 0
45000; 44; 1024; 0.009690; 0.284000; 0
46000; 45; 1024; 0.009720; 0.492000; 0
47000; 46; 1024; 0.009710; 0.298000; 0
48000; 47; 1024; 0.009810; 0.308000; 0
49000; 48; 1024; 0.009740; 0.315000; 0
50000; 49; 1024; 0.011950; 0.313000; 0
51000; 50; 1024; 0.012090; 0.322000; 0
52000; 51; 1024; 0.012170; 0.324000; 0
53000; 52; 1024; 0.012180; 0.332000; 0
54000; 53; 1024; 0.012210; 0.566000; 0
55000; 54; 1024; 0.012240; 0.346000; 0
56000; 55; 1024; 0.012290; 0.353000; 0
57000; 56; 1024; 0.012330; 0.357000; 0
58000; 57; 1024; 0.012330; 0.364000; 0
59000; 58; 1024; 0.012350; 0.371000; 0
60000; 59; 1024; 0.012390; 0.381000; 0
61000; 60; 1024; 0.012540; 0.392000; 0
62000; 61; 1024; 0.012650; 0.390000; 0
63000; 62; 1024; 0.012870; 0.395000; 0
64000; 63; 1024; 0.012870; 0.400000; 0
65000; 64; 1024; 0.013030; 0.413000; 0
66000; 65; 1024; 0.014780; 0.412000; 0
67000; 66; 1024; 0.015080; 0.703000; 0
68000; 67; 1024; 0.015310; 0.434000; 0
69000; 68; 1024; 0.015990; 0.432000; 0
70000; 69; 1024; 0.016030; 0.443000; 0
71000; 70; 1024; 0.016860; 0.444000; 0
72000; 71; 1024; 0.017410; 0.450000; 0
73000; 72; 1024; 0.017450; 0.457000; 0
74000; 73; 1024; 0.017580; 0.461000; 0
75000; 74; 1024; 0.017970; 0.468000; 0
76000; 75; 1024; 0.018080; 0.477000; 0
77000; 76; 1024; 0.018240; 0.490000; 0
78000; 77; 1024; 0.018390; 0.496000; 0
79000; 78; 1024; 0.018390; 0.498000; 0
80000; 79; 1024; 0.018450; 0.729000; 0
81000; 80; 1024; 0.018520; 0.511000; 0
82000; 81; 1024; 0.019260; 0.521000; 0
83000; 82; 1024; 0.020070; 0.519000; 0
84000; 83; 1024; 0.020080; 0.531000; 0
85000; 84; 1024; 0.020040; 0.899000; 0
86000; 84; 1024; 0.020180; 0.533000; 0
87000; 85; 1024; 0.020470; 0.547000; 0
88000; 86; 1024; 0.020420; 0.550000; 0
89000; 87; 1024; 0.020620; 0.947000; 0
90000; 88; 1024; 0.020700; 0.565000; 0
91000; 89; 1024; 0.020960; 0.595000; 0
92000; 90; 1024; 0.020880; 0.582000; 0
93000; 91; 1024; 0.021190; 0.588000; 0
94000; 92; 1024; 0.021170; 0.587000; 0
95000; 93; 1024; 0.021330; 0.595000; 0
96000; 94; 1024; 0.021420; 0.602000; 0
97000; 95; 1024; 0.021620; 0.611000; 0
98000; 96; 1024; 0.021620; 0.619000; 0
99000; 97; 1024; 0.022590; 0.623000; 0
100000; 98; 1024; 0.023010; 0.632000; 0
101000; 99; 1024; 0.022850; 0.638000; 0
102000; 100; 1024; 0.023130; 1.077000; 0
103000; 101; 1024; 0.023240; 0.647000; 0
104000; 102; 1024; 0.023550; 0.754000; 0
105000; 103; 1024; 0.023570; 1.110000; 0
106000; 104; 1024; 0.023640; 1.124000; 0
107000; 105; 1024; 0.023530; 1.132000; 0
108000; 106; 1024; 0.023950; 1.143000; 0
109000; 107; 1024; 0.023860; 0.687000; 0
110000; 108; 1024; 0.023860; 0.694000; 0
111000; 109; 1024; 0.024010; 1.175000; 0
112000; 110; 1024; 0.024460; 0.708000; 0
113000; 111; 1024; 0.024370; 0.716000; 0
114000; 112; 1024; 0.024500; 0.720000; 0
115000; 113; 1024; 0.025050; 0.730000; 0
116000; 114; 1024; 0.025670; 0.727000; 0
117000; 115; 1024; 0.025810; 0.736000; 0
118000; 116; 1024; 0.025870; 0.743000; 0
119000; 117; 1024; 0.025920; 0.752000; 0
120000; 118; 1024; 0.026440; 0.759000; 0
121000; 119; 1024; 0.026530; 0.765000; 0
122000; 120; 1024; 0.026500; 0.771000; 0
123000; 121; 1024; 0.026570; 0.779000; 0
124000; 122; 1024; 0.026870; 1.305000; 0
125000; 123; 1024; 0.026980; 0.781000; 0
126000; 124; 1024; 0.026930; 0.793000; 0
127000; 125; 1024; 0.027040; 0.799000; 0
128000; 125; 1024; 0.027050; 1.341000; 0
129000; 126; 1024; 0.027270; 0.812000; 0
130000; 127; 1024; 0.027280; 0.811000; 0
131000; 128; 1024; 0.027320; 0.825000; 0
132000; 129; 1024; 0.028390; 0.833000; 0
133000; 130; 1024; 0.028500; 0.833000; 0
134000; 131; 1024; 0.028550; 0.835000; 0
135000; 132; 1024; 0.028680; 0.847000; 0
136000; 133; 1024; 0.028950; 0.851000; 0
137000; 134; 1024; 0.029110; 0.857000; 0
138000; 135; 1024; 0.029180; 0.862000; 0
139000; 136; 1024; 0.029270; 0.873000; 0
140000; 137; 1024; 0.029410; 0.877000; 0
141000; 138; 1024; 0.029550; 1.528000; 0
142000; 139; 1024; 0.029690; 0.888000; 0
143000; 140; 1024; 0.029820; 0.894000; 0
144000; 141; 1024; 0.029890; 0.900000; 0
145000; 142; 1024; 0.030080; 1.530000; 0
146000; 143; 1024; 0.030240; 0.914000; 0
147000; 144; 1024; 0.030350; 0.918000; 0
148000; 145; 1024; 0.030900; 0.927000; 0
149000; 146; 1024; 0.031310; 1.563000; 0
150000; 147; 1024; 0.031380; 0.932000; 0
151000; 148; 1024; 0.031480; 0.940000; 0
152000; 149; 1024; 0.031600; 0.944000; 0
153000; 150; 1024; 0.031940; 0.954000; 0
154000; 151; 1024; 0.031980; 0.959000; 0
155000; 152; 1024; 0.032110; 0.965000; 0
156000; 153; 1024; 0.032170; 0.971000; 0
157000; 154; 1024; 0.032480; 0.977000; 0
158000; 155; 1024; 0.032570; 0.984000; 0
159000; 156; 1024; 0.032600; 0.991000; 0
160000; 157; 1024; 0.032720; 0.996000; 0
161000; 158; 1024; 0.033040; 1.003000; 0
162000; 159; 1024; 0.033110; 1.805000; 0
163000; 160; 1024; 0.033190; 1.033000; 0
164000; 161; 1024; 0.033460; 1.018000; 0
165000; 162; 1024; 0.034140; 1.026000; 0
166000; 163; 1024; 0.034220; 1.739000; 0
167000; 164; 1024; 0.034320; 1.040000; 0
168000; 165; 1024; 0.034400; 1.044000; 0
169000; 166; 1024; 0.034870; 1.052000; 0
170000; 167; 1024; 0.034930; 1.768000; 0
171000; 167; 1024; 0.034970; 1.063000; 0
172000; 168; 1024; 0.035110; 1.065000; 0
173000; 169; 1024; 0.035390; 1.072000; 0
174000; 170; 1024; 0.035440; 1.817000; 0
175000; 171; 1024; 0.035510; 1.086000; 0
176000; 172; 1024; 0.035640; 1.095000; 0
177000; 173; 1024; 0.035940; 1.100000; 0
178000; 174; 1024; 0.036120; 1.106000; 0
179000; 175; 1024; 0.036140; 1.120000; 0
180000; 176; 1024; 0.036160; 1.114000; 0
181000; 177; 1024; 0.036820; 1.124000; 0
182000; 178; 1024; 0.037130; 1.126000; 0
183000; 179; 1024; 0.037090; 1.136000; 0
184000; 180; 1024; 0.037150; 1.140000; 0
185000; 181; 1024; 0.037390; 1.149000; 0
186000; 182; 1024; 0.037690; 1.158000; 0
187000; 183; 1024; 0.037760; 1.161000; 0
188000; 184; 1024; 0.037820; 1.166000; 0
189000; 185; 1024; 0.037960; 1.177000; 0
190000; 186; 1024; 0.038190; 1.184000; 0
191000; 187; 1024; 0.038260; 1.187000; 0
192000; 188; 1024; 0.038300; 1.186000; 0
193000; 189; 1024; 0.038560; 1.194000; 0
194000; 190; 1024; 0.038880; 1.205000; 0
195000; 191; 1024; 0.038980; 2.044000; 0
196000; 192; 1024; 0.039090; 1.211000; 0
197000; 193; 1024; 0.039350; 1.227000; 0
198000; 194; 1024; 0.039870; 1.226000; 0
199000; 195; 1024; 0.039840; 2.081000; 0
200000; 196; 1024; 0.039970; 1.239000; 0
201000; 197; 1024; 0.040090; 1.249000; 0
202000; 198; 1024; 0.040540; 1.252000; 0
203000; 199; 1024; 0.040560; 2.126000; 0
204000; 200; 1024; 0.040570; 1.263000; 0
205000; 201; 1024; 0.040760; 1.273000; 0
206000; 202; 1024; 0.041120; 1.281000; 0
207000; 203; 1024; 0.041190; 1.291000; 0
208000; 204; 1024; 0.041280; 1.290000; 0
209000; 205; 1024; 0.041410; 1.300000; 0
210000; 206; 1024; 0.041740; 1.297000; 0
211000; 207; 1024; 0.042020; 1.310000; 0
212000; 208; 1024; 0.041930; 1.315000; 0
213000; 209; 1024; 0.042110; 1.323000; 0
214000; 209; 1024; 0.042580; 1.332000; 0
215000; 210; 1024; 0.042710; 1.335000; 0
216000; 211; 1024; 0.042760; 1.338000; 0
217000; 212; 1024; 0.042820; 1.351000; 0
218000; 213; 1024; 0.043320; 1.351000; 0
219000; 214; 1024; 0.043400; 1.360000; 0
220000; 215; 1024; 0.043410; 1.360000; 0
221000; 216; 1024; 0.043580; 1.386000; 0
222000; 217; 1024; 0.043830; 1.383000; 0
223000; 218; 1024; 0.044000; 2.401000; 0
224000; 219; 1024; 0.044070; 1.393000; 0
225000; 220; 1024; 0.044140; 1.398000; 0
226000; 221; 1024; 0.044340; 1.401000; 0
227000; 222; 1024; 0.044550; 1.411000; 0
228000; 223; 1024; 0.044650; 1.413000; 0
229000; 224; 1024; 0.044810; 1.425000; 0
230000; 225; 1024; 0.045110; 1.429000; 0
231000; 226; 1024; 0.045470; 1.433000; 0
232000; 227; 1024; 0.045590; 1.441000; 0
233000; 228; 1024; 0.045690; 1.447000; 0
234000; 229; 1024; 0.045840; 1.450000; 0
235000; 230; 1024; 0.046260; 1.461000; 0
236000; 231; 1024; 0.046290; 1.466000; 0
237000; 232; 1024; 0.046360; 1.466000; 0
238000; 233; 1024; 0.046470; 1.474000; 0
239000; 234; 1024; 0.046830; 1.482000; 0
240000; 235; 1024; 0.046910; 1.490000; 0
241000; 236; 1024; 0.047010; 1.497000; 0
242000; 237; 1024; 0.047090; 1.501000; 0
243000; 238; 1024; 0.047530; 1.507000; 0
244000; 239; 1024; 0.047600; 2.543000; 0
245000; 240; 1024; 0.047690; 1.518000; 0
246000; 241; 1024; 0.047790; 1.523000; 0
247000; 242; 1024; 0.048350; 1.530000; 0
248000; 243; 1024; 0.048340; 2.591000; 0
249000; 244; 1024; 0.048480; 1.543000; 0
250000; 245; 1024; 0.048580; 1.548000; 0
251000; 246; 1024; 0.049060; 1.555000; 0
252000; 247; 1024; 0.049120; 2.631000; 0
253000; 248; 1024; 0.049150; 1.565000; 0
254000; 249; 1024; 0.049300; 1.580000; 0
255000; 250; 1024; 0.049670; 1.577000; 0
256000; 250; 1024; 0.049740; 2.676000; 0
257000; 251; 1024; 0.049810; 1.603000; 0
258000; 252; 1024; 0.049930; 1.598000; 0
259000; 253; 1024; 0.050340; 1.608000; 0
260000; 254; 1024; 0.050330; 2.719000; 0
261000; 255; 1024; 0.050480; 1.631000; 0
262000; 256; 1024; 0.050620; 1.626000; 0
263000; 257; 1024; 0.051050; 1.634000; 0
264000; 258; 1024; 0.051290; 2.766000; 0
265000; 259; 1024; 0.051350; 1.832000; 0
266000; 260; 1024; 0.051410; 1.647000; 0
267000; 261; 1024; 0.051770; 1.655000; 0
268000; 262; 1024; 0.051940; 1.661000; 0
269000; 263; 1024; 0.051990; 1.664000; 0
270000; 264; 1024; 0.052110; 1.673000; 0
271000; 265; 1024; 0.052250; 1.682000; 0
272000; 266; 1024; 0.052530; 1.687000; 0
273000; 267; 1024; 0.052570; 1.691000; 0
274000; 268; 1024; 0.052630; 1.697000; 0
275000; 269; 1024; 0.052850; 1.705000; 0
276000; 270; 1024; 0.053170; 1.723000; 0
277000; 271; 1024; 0.053130; 1.721000; 0
278000; 272; 1024; 0.053310; 1.726000; 0
279000; 273; 1024; 0.053550; 1.732000; 0
280000; 274; 1024; 0.053960; 1.738000; 0
281000; 275; 1024; 0.053970; 1.761000; 0
282000; 276; 1024; 0.054000; 1.742000; 0
283000; 277; 1024; 0.054130; 1.758000; 0
284000; 278; 1024; 0.054570; 1.764000; 0
285000; 279; 1024; 0.054640; 1.770000; 0
286000; 280; 1024; 0.054710; 1.784000; 0
287000; 281; 1024; 0.054740; 1.780000; 0
288000; 282; 1024; 0.055190; 1.786000; 0
289000; 283; 1024; 0.055280; 1.804000; 0
290000; 284; 1024; 0.055260; 1.802000; 0
291000; 285; 1024; 0.055410; 1.814000; 0
292000; 286; 1024; 0.055880; 1.816000; 0
293000; 287; 1024; 0.055770; 1.820000; 0
294000; 288; 1024; 0.055960; 1.820000; 0
295000; 289; 1024; 0.055850; 1.832000; 0
296000; 290; 1024; 0.056410; 1.836000; 0
297000; 291; 1024; 0.056300; 3.108000; 0
298000; 292; 1024; 0.056490; 1.850000; 0
299000; 292; 1024; 0.056670; 1.859000; 0
300000; 293; 1024; 0.057040; 1.947000; 0
