vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 125; 8; 0.003980; 0.008000; 0
2000; 250; 8; 0.005570; 0.016000; 0
3000; 375; 8; 0.006770; 0.020000; 0
4000; 500; 8; 0.007960; 0.029000; 0
5000; 625; 8; 0.009160; 0.034000; 0
6000; 750; 8; 0.010370; 0.041000; 0
7000; 875; 8; 0.011520; 0.047000; 0
8000; 1000; 8; 0.012720; 0.055000; 0
9000; 1125; 8; 0.013900; 0.061000; 0
10000; 1250; 8; 0.015100; 0.069000; 0
11000; 1375; 8; 0.016270; 0.077000; 0
12000; 1500; 8; 0.017460; 0.083000; 0
13000; 1625; 8; 0.018730; 0.143000; 0
14000; 1750; 8; 0.019780; 0.100000; 0
15000; 1875; 8; 0.020970; 0.099000; 0
16000; 2000; 8; 0.022140; 0.104000; 0
17000; 2125; 8; 0.023350; 0.114000; 0
18000; 2250; 8; 0.024510; 0.122000; 0
19000; 2375; 8; 0.025660; 0.127000; 0
20000; 2500; 8; 0.026830; 0.133000; 0
21000; 2625; 8; 0.028020; 0.145000; 0
22000; 2750; 8; 0.029170; 0.146000; 0
23000; 2875; 8; 0.030340; 0.151000; 0
24000; 3000; 8; 0.031550; 0.155000; 0
25000; 3125; 8; 0.032700; 0.162000; 0
26000; 3250; 8; 0.033960; 0.292000; 0
27000; 3375; 8; 0.035090; 0.174000; 0
28000; 3500; 8; 0.036200; 0.182000; 0
29000; 3625; 8; 0.037380; 0.189000; 0
30000; 3750; 8; 0.038640; 0.329000; 0
31000; 3875; 8; 0.039690; 0.205000; 0
32000; 4000; 8; 0.040900; 0.212000; 0
33000; 4125; 8; 0.042060; 0.209000; 0
34000; 4250; 8; 0.043210; 0.217000; 0
35000; 4375; 8; 0.044440; 0.225000; 0
36000; 4500; 8; 0.045570; 0.227000; 0
37000; 4625; 8; 0.046720; 0.233000; 0
38000; 4750; 8; 0.047900; 0.240000; 0
39000; 4875; 8; 0.049030; 0.246000; 0
40000; 5000; 8; 0.050170; 0.250000; 0
41000; 5125; 8; 0.051370; 0.262000; 0
42000; 5250; 8; 0.052530; 0.266000; 0
43000; 5375; 8; 0.053760; 0.454000; 0
44000; 5500; 8; 0.054930; 0.284000; 0
45000; 5625; 8; 0.056130; 0.290000; 0
46000; 5750; 8; 0.057290; 0.287000; 0
47000; 5875; 8; 0.058500; 0.492000; 0
48000; 6000; 8; 0.059610; 0.300000; 0
49000; 6125; 8; 0.060760; 0.315000; 0
50000; 6250; 8; 0.061960; 0.311000; 0
51000; 6375; 8; 0.063130; 0.317000; 0
52000; 6500; 8; 0.064320; 0.326000; 0
53000; 6625; 8; 0.065470; 0.334000; 0
54000; 6750; 8; 0.066660; 0.345000; 0
55000; 6875; 8; 0.067850; 0.344000; 0
56000; 7000; 8; 0.068950; 0.357000; 0
57000; 7125; 8; 0.070200; 0.357000; 0
58000; 7250; 8; 0.071360; 0.370000; 0
59000; 7375; 8; 0.072570; 0.377000; 0
60000; 7500; 8; 0.073680; 0.546000; 0
61000; 7625; 8; 0.075620; 0.388000; 0
62000; 7750; 8; 0.078700; 0.389000; 0
63000; 7875; 8; 0.081850; 0.395000; 0
64000; 8000; 8; 0.082810; 0.408000; 0
65000; 8125; 8; 0.085640; 0.414000; 0
66000; 8250; 8; 0.089280; 0.414000; 0
67000; 8375; 8; 0.090790; 0.420000; 0
68000; 8500; 8; 0.092920; 0.719000; 0
69000; 8625; 8; 0.095220; 0.431000; 0
70000; 8750; 8; 0.096930; 0.437000; 0
71000; 8875; 8; 0.098960; 0.442000; 0
72000; 9000; 8; 0.100270; 0.760000; 0
73000; 9125; 8; 0.101650; 0.464000; 0
74000; 9250; 8; 0.103050; 0.464000; 0
75000; 9375; 8; 0.104630; 0.475000; 0
76000; 9500; 8; 0.105820; 0.802000; 0
77000; 9625; 8; 0.107320; 0.480000; 0
78000; 9750; 8; 0.108610; 0.486000; 0
79000; 9875; 8; 0.109990; 0.494000; 0
80000; 10000; 8; 0.111460; 0.845000; 0
81000; 10125; 8; 0.112680; 0.505000; 0
82000; 10250; 8; 0.113920; 0.516000; 0
83000; 10375; 8; 0.115400; 0.520000; 0
84000; 10500; 8; 0.116840; 0.882000; 0
85000; 10625; 8; 0.118150; 0.536000; 0
86000; 10750; 8; 0.119470; 0.533000; 0
87000; 10875; 8; 0.120700; 0.541000; 0
88000; 11000; 8; 0.122080; 0.550000; 0
89000; 11125; 8; 0.123540; 0.554000; 0
90000; 11250; 8; 0.124950; 0.564000; 0
91000; 11375; 8; 0.126170; 0.564000; 0
92000; 11500; 8; 0.127470; 0.572000; 0
93000; 11625; 8; 0.129190; 0.581000; 0
94000; 11750; 8; 0.130150; 0.584000; 0
95000; 11875; 8; 0.131610; 0.595000; 0
96000; 12000; 8; 0.132760; 0.603000; 0
97000; 12125; 8; 0.134220; 0.609000; 0
98000; 12250; 8; 0.135740; 0.614000; 0
99000; 12375; 8; 0.137120; 0.622000; 0
100000; 12500; 8; 0.138190; 0.622000; 0
101000; 12625; 8; 0.139740; 0.632000; 0
102000; 12750; 8; 0.140980; 0.634000; 0
103000; 12875; 8; 0.142320; 0.645000; 0
104000; 13000; 8; 0.143820; 0.646000; 0
105000; 13125; 8; 0.145240; 0.658000; 0
106000; 13250; 8; 0.146400; 0.666000; 0
107000; 13375; 8; 0.147830; 0.673000; 0
108000; 13500; 8; 0.149120; 1.131000; 0
109000; 13625; 8; 0.150410; 0.682000; 0
110000; 13750; 8; 0.152030; 0.684000; 0
111000; 13875; 8; 0.153380; 0.690000; 0
112000; 14000; 8; 0.154520; 1.174000; 0
113000; 14125; 8; 0.155920; 0.701000; 0
114000; 14250; 8; 0.157480; 0.707000; 0
115000; 14375; 8; 0.158500; 0.715000; 0
116000; 14500; 8; 0.160070; 1.216000; 0
117000; 14625; 8; 0.161390; 0.733000; 0
118000; 14750; 8; 0.162520; 0.740000; 0
119000; 14875; 8; 0.164060; 0.745000; 0
120000; 15000; 8; 0.165370; 1.260000; 0
121000; 15125; 8; 0.166660; 0.758000; 0
122000; 15250; 8; 0.167930; 0.763000; 0
123000; 15375; 8; 0.169250; 0.781000; 0
124000; 15500; 8; 0.170670; 1.305000; 0
125000; 15625; 8; 0.172310; 0.784000; 0
126000; 15750; 8; 0.173350; 0.789000; 0
127000; 15875; 8; 0.174600; 0.789000; 0
128000; 16000; 8; 0.176420; 1.342000; 0
129000; 16125; 8; 0.177420; 0.807000; 0
130000; 16250; 8; 0.178790; 0.812000; 0
131000; 16375; 8; 0.180210; 0.818000; 0
132000; 16500; 8; 0.181370; 1.383000; 0
133000; 16625; 8; 0.182780; 0.832000; 0
134000; 16750; 8; 0.184120; 0.835000; 0
135000; 16875; 8; 0.185500; 0.844000; 0
136000; 17000; 8; 0.186840; 0.850000; 0
137000; 17125; 8; 0.188200; 0.856000; 0
138000; 17250; 8; 0.189540; 0.859000; 0
139000; 17375; 8; 0.190870; 1.462000; 0
140000; 17500; 8; 0.192250; 0.878000; 0
141000; 17625; 8; 0.193590; 0.892000; 0
142000; 17750; 8; 0.194900; 0.893000; 0
143000; 17875; 8; 0.196220; 1.498000; 0
144000; 18000; 8; 0.197580; 0.900000; 0
145000; 18125; 8; 0.198940; 0.899000; 0
146000; 18250; 8; 0.200290; 0.914000; 0
147000; 18375; 8; 0.201630; 1.550000; 0
148000; 18500; 8; 0.202980; 0.928000; 0
149000; 18625; 8; 0.204310; 0.931000; 0
150000; 18750; 8; 0.205690; 0.938000; 0
151000; 18875; 8; 0.207000; 0.943000; 0
152000; 19000; 8; 0.208350; 0.953000; 0
153000; 19125; 8; 0.209710; 0.959000; 0
154000; 19250; 8; 0.211060; 0.964000; 0
155000; 19375; 8; 0.212380; 0.972000; 0
156000; 19500; 8; 0.213740; 0.975000; 0
157000; 19625; 8; 0.215110; 0.982000; 0
158000; 19750; 8; 0.216430; 0.989000; 0
159000; 19875; 8; 0.217770; 0.999000; 0
160000; 20000; 8; 0.219130; 1.005000; 0
161000; 20125; 8; 0.220470; 1.007000; 0
162000; 20250; 8; 0.221850; 1.582000; 0
163000; 20375; 8; 0.223170; 1.022000; 0
164000; 20500; 8; 0.224520; 1.029000; 0
165000; 20625; 8; 0.225940; 1.035000; 0
166000; 20750; 8; 0.227260; 1.041000; 0
167000; 20875; 8; 0.228610; 1.066000; 0
168000; 21000; 8; 0.229930; 1.051000; 0
169000; 21125; 8; 0.231340; 1.058000; 0
170000; 21250; 8; 0.232680; 1.787000; 0
171000; 21375; 8; 0.233970; 1.072000; 0
172000; 21500; 8; 0.235330; 1.076000; 0
173000; 21625; 8; 0.236700; 1.085000; 0
174000; 21750; 8; 0.238030; 1.833000; 0
175000; 21875; 8; 0.239400; 1.095000; 0
176000; 22000; 8; 0.240720; 1.102000; 0
177000; 22125; 8; 0.242060; 1.105000; 0
178000; 22250; 8; 0.243410; 1.118000; 0
179000; 22375; 8; 0.244800; 1.120000; 0
180000; 22500; 8; 0.246120; 1.131000; 0
181000; 22625; 8; 0.247470; 1.904000; 0
182000; 22750; 8; 0.248860; 1.140000; 0
