vector_size; nblocks; blocksize; time; cpu_time; incorret
1000; 4; 256; 0.003660; 0.008000; 0
2000; 8; 256; 0.003660; 0.016000; 0
3000; 12; 256; 0.003720; 0.021000; 0
4000; 16; 256; 0.004970; 0.048000; 0
5000; 20; 256; 0.003960; 0.037000; 0
6000; 24; 256; 0.004020; 0.047000; 0
7000; 28; 256; 0.004050; 0.046000; 0
8000; 32; 256; 0.004070; 0.054000; 0
9000; 36; 256; 0.004270; 0.061000; 0
10000; 40; 256; 0.004330; 0.065000; 0
11000; 43; 256; 0.004340; 0.076000; 0
12000; 47; 256; 0.004410; 0.084000; 0
13000; 51; 256; 0.004860; 0.141000; 0
14000; 55; 256; 0.004600; 0.091000; 0
15000; 59; 256; 0.004630; 0.097000; 0
16000; 63; 256; 0.004670; 0.103000; 0
17000; 67; 256; 0.005290; 0.187000; 0
18000; 71; 256; 0.004920; 0.120000; 0
19000; 75; 256; 0.004950; 0.123000; 0
20000; 79; 256; 0.005000; 0.136000; 0
21000; 83; 256; 0.005230; 0.136000; 0
22000; 86; 256; 0.005090; 0.143000; 0
23000; 90; 256; 0.005110; 0.149000; 0
24000; 94; 256; 0.005220; 0.152000; 0
25000; 98; 256; 0.005480; 0.157000; 0
26000; 102; 256; 0.005740; 0.278000; 0
27000; 106; 256; 0.005680; 0.179000; 0
28000; 110; 256; 0.005810; 0.178000; 0
29000; 114; 256; 0.005870; 0.185000; 0
30000; 118; 256; 0.005980; 0.191000; 0
31000; 122; 256; 0.006100; 0.198000; 0
32000; 125; 256; 0.006230; 0.203000; 0
33000; 129; 256; 0.006290; 0.205000; 0
34000; 133; 256; 0.006370; 0.221000; 0
35000; 137; 256; 0.006390; 0.221000; 0
36000; 141; 256; 0.006510; 0.226000; 0
37000; 145; 256; 0.006630; 0.234000; 0
38000; 149; 256; 0.006670; 0.239000; 0
39000; 153; 256; 0.006810; 0.413000; 0
40000; 157; 256; 0.006830; 0.252000; 0
41000; 161; 256; 0.006940; 0.263000; 0
42000; 165; 256; 0.007070; 0.269000; 0
43000; 168; 256; 0.007020; 0.275000; 0
