user;1;100;10000;8.8198184967e-07
user;1;1000;10000;8.74996185303e-07
user;1;10000;10000;8.88800621033e-07
user;1;100000;10000;8.67199897766e-07
user;1;1000000;10000;8.75186920166e-07
user;2;100;10000;3.01321983337e-05
user;2;1000;10000;2.80119895935e-05
user;2;10000;10000;3.866751194e-05
user;2;100000;10000;9.18492078781e-05
user;2;1000000;10000;0.000746175789833
user;4;100;10000;6.71769142151e-05
user;4;1000;10000;6.88279867172e-05
user;4;10000;10000;0.000110356783867
user;4;100000;10000;0.000248029708862
user;4;1000000;10000;0.00224693808556
user;8;100;10000;0.000142775297165
user;8;1000;10000;0.000159686183929
user;8;10000;10000;0.000208808207512
user;8;100000;10000;0.000567523813248
user;8;1000000;10000;0.00536281850338
user;12;100;10000;0.000224261498451
user;12;1000;10000;0.000233484101295
user;12;10000;10000;0.000325237202644
user;12;100000;10000;0.000933909606934
user;12;1000000;10000;0.00925376310349
user;16;100;10000;0.000339906191826
user;16;1000;10000;0.000350703787804
user;16;10000;10000;0.00044627737999
user;16;100000;10000;0.0014306208849
user;16;1000000;10000;0.013408878684
user;20;100;10000;0.000446638798714
user;20;1000;10000;0.000430427193642
user;20;10000;10000;0.000662004303932
user;20;100000;10000;0.00191261239052
user;20;1000000;10000;0.0173547348976
user;24;100;10000;0.000545621299744
user;24;1000;10000;0.000538293600082
user;24;10000;10000;0.000697087907791
user;24;100000;10000;0.00227568671703
user;24;1000000;10000;0.0213047905922
