user;1;25;10;8.70227813721e-06
user;1;50;10;9.05990600586e-06
user;1;75;10;8.63075256348e-06
user;1;25;100;8.45909118652e-06
user;1;50;100;7.05718994141e-06
user;1;75;100;7.30991363525e-06
user;2;25;10;3.24249267578e-05
user;2;50;10;4.00066375732e-05
user;2;75;10;3.62873077393e-05
user;2;25;100;2.98476219177e-05
user;2;50;100;2.94017791748e-05
user;2;75;100;5.64122200012e-05
