10000; 1; 3.124400; 0.001022
50000; 1; 3.145840; 0.003911
100000; 1; 3.137200; 0.004548
500000; 1; 3.141600; 0.038693
1000000; 1; 3.139412; 0.075743
5000000; 1; 3.140733; 0.286590
10000000; 1; 3.141848; 0.549377
50000000; 1; 3.141192; 2.477842
100000000; 1; 3.141572; 4.839502
500000000; 1; 3.141447; 23.915201
1000000000; 1; 3.141603; 47.159453
5000000000; 1; 3.141624; 237.869365
10000000000; 1; 3.141607; 475.798300
10000; 2; 3.138400; 0.000839
50000; 2; 3.149840; 0.002301
100000; 2; 3.131120; 0.007918
500000; 2; 3.141528; 0.039916
1000000; 2; 3.140752; 0.077537
5000000; 2; 3.141327; 0.375155
10000000; 2; 3.142446; 0.554364
50000000; 2; 3.141339; 2.484649
100000000; 2; 3.141923; 4.855112
500000000; 2; 3.141721; 24.417310
1000000000; 2; 3.141591; 48.326575
5000000000; 2; 3.141614; 286.280844
10000000000; 2; 3.141630; 481.092477
10000; 4; 3.107600; 0.000849
50000; 4; 3.138880; 0.003986
100000; 4; 3.134800; 0.007891
500000; 4; 3.139832; 0.038726
1000000; 4; 3.141904; 0.077867
5000000; 4; 3.141186; 0.343532
10000000; 4; 3.141476; 0.567694
50000000; 4; 3.141601; 2.316337
100000000; 4; 3.141447; 5.705670
500000000; 4; 3.141685; 23.490575
1000000000; 4; 3.141542; 45.223430
5000000000; 4; 3.141610; 233.851063
10000000000; 4; 3.141603; 478.146233
10000; 8; 3.130400; 0.000854
50000; 8; 3.131600; 0.003999
100000; 8; 3.142800; 0.007918
500000; 8; 3.142008; 0.038771
1000000; 8; 3.138732; 0.078872
5000000; 8; 3.141086; 0.330750
10000000; 8; 3.142194; 0.713705
50000000; 8; 3.141454; 2.910887
100000000; 8; 3.141748; 4.762284
500000000; 8; 3.141634; 23.815862
1000000000; 8; 3.141573; 47.531056
5000000000; 8; 3.141575; 238.962189
10000000000; 8; 3.141575; 475.158177
10000; 12; 3.109600; 0.001023
50000; 12; 3.150320; 0.014892
100000; 12; 3.143520; 0.009285
500000; 12; 3.144400; 0.045156
1000000; 12; 3.140424; 0.087705
5000000; 12; 3.140688; 0.327886
10000000; 12; 3.141983; 0.558243
50000000; 12; 3.141284; 2.862715
100000000; 12; 3.141495; 5.458689
500000000; 12; 3.141744; 27.343709
1000000000; 12; 3.141631; 53.532627
5000000000; 12; 3.141601; 260.059129
10000000000; 12; 3.141618; 518.442545
10000; 20; 3.171600; 0.003841
50000; 20; 3.145760; 0.004113
100000; 20; 3.138080; 0.013047
500000; 20; 3.141712; 0.058331
1000000; 20; 3.141408; 0.080304
5000000; 20; 3.141133; 0.391429
10000000; 20; 3.142173; 0.783141
50000000; 20; 3.141461; 3.941716
100000000; 20; 3.141410; 7.869822
500000000; 20; 3.141466; 40.701677
1000000000; 20; 3.141671; 78.380032
5000000000; 20; 3.141610; 392.415291
10000000000; 20; 3.141592; 782.943168
10000; 24; 3.152400; 0.001770
50000; 24; 3.132080; 0.015633
100000; 24; 3.136280; 0.011218
500000; 24; 3.139328; 0.039856
1000000; 24; 3.141088; 0.081542
5000000; 24; 3.141990; 0.392710
10000000; 24; 3.140734; 0.781563
50000000; 24; 3.141534; 3.921348
100000000; 24; 3.141591; 7.847254
500000000; 24; 3.141575; 40.574526
1000000000; 24; 3.141716; 78.687938
5000000000; 24; 3.141571; 388.787165
10000000000; 24; 3.141572; 786.652462
