vector_size; nblocks; blocksize; time; cpu_time; incorret
600000; 600000; 1; 0.230530; 3.558000; 599999
600000; 300000; 2; 0.225540; 3.795000; 599999
600000; 200000; 3; 0.234460; 3.614000; 599999
600000; 150000; 4; 0.236940; 3.186000; 599999
600000; 120000; 5; 0.233830; 3.448000; 599999
600000; 100000; 6; 0.230280; 3.666000; 599999
600000; 85715; 7; 0.237900; 3.300000; 599999
600000; 75000; 8; 0.232610; 3.590000; 599999
600000; 66667; 9; 0.287410; 3.419000; 599999
600000; 60000; 10; 0.890030; 3.288000; 0
600000; 54546; 11; 0.846010; 3.701000; 0
600000; 50000; 12; 0.785180; 3.740000; 0
600000; 46154; 13; 0.751770; 3.587000; 0
600000; 42858; 14; 0.715260; 3.569000; 0
600000; 40000; 15; 0.678440; 3.775000; 0
600000; 37500; 16; 0.642820; 3.479000; 0
600000; 35295; 17; 0.619670; 3.674000; 0
600000; 33334; 18; 0.600080; 3.540000; 0
600000; 31579; 19; 0.581130; 3.561000; 0
600000; 30000; 20; 0.558970; 3.499000; 0
600000; 28572; 21; 0.546470; 3.348000; 0
600000; 27273; 22; 0.531130; 3.489000; 0
600000; 26087; 23; 0.531780; 3.475000; 0
600000; 25000; 24; 0.501150; 3.450000; 0
600000; 24000; 25; 0.486150; 3.636000; 0
600000; 23077; 26; 0.484880; 3.358000; 0
600000; 22223; 27; 0.481170; 3.439000; 0
600000; 21429; 28; 0.469990; 3.529000; 0
600000; 20690; 29; 0.472150; 3.552000; 0
600000; 20000; 30; 0.495580; 3.214000; 0
600000; 19355; 31; 0.485140; 3.418000; 0
600000; 18750; 32; 0.453820; 3.437000; 0
600000; 18182; 33; 0.483950; 3.392000; 0
600000; 17648; 34; 0.462440; 3.613000; 0
600000; 17143; 35; 0.463100; 3.181000; 0
600000; 16667; 36; 0.450890; 3.252000; 0
600000; 16217; 37; 0.489440; 3.438000; 0
600000; 15790; 38; 0.455020; 3.693000; 0
600000; 15385; 39; 0.448880; 3.401000; 0
600000; 15000; 40; 0.471890; 3.312000; 0
600000; 14635; 41; 0.438090; 3.327000; 0
600000; 14286; 42; 0.469050; 3.591000; 0
600000; 13954; 43; 0.425130; 3.491000; 0
600000; 13637; 44; 0.424390; 3.476000; 0
600000; 13334; 45; 0.434960; 3.685000; 0
600000; 13044; 46; 0.422440; 3.184000; 0
600000; 12766; 47; 0.417080; 3.379000; 0
600000; 12500; 48; 0.404150; 3.401000; 0
