vector_size; nblocks; blocksize; time; cpu_time; incorret
5000; 5000; 1; 0.072700; 0.056000; 0
5000; 2500; 2; 0.044800; 0.038000; 0
5000; 1667; 3; 0.037200; 0.038000; 0
5000; 1250; 4; 0.033200; 0.034000; 0
5000; 1000; 5; 0.035600; 0.056000; 0
5000; 834; 6; 0.029300; 0.038000; 0
5000; 715; 7; 0.029200; 0.037000; 0
5000; 625; 8; 0.026900; 0.038000; 0
5000; 556; 9; 0.031900; 0.060000; 0
5000; 500; 10; 0.025800; 0.037000; 0
5000; 455; 11; 0.043300; 0.037000; 0
5000; 417; 12; 0.026100; 0.038000; 0
5000; 385; 13; 0.030000; 0.056000; 0
5000; 358; 14; 0.025200; 0.034000; 0
5000; 334; 15; 0.024400; 0.034000; 0
5000; 313; 16; 0.024400; 0.034000; 0
5000; 295; 17; 0.029400; 0.060000; 0
5000; 278; 18; 0.030100; 0.060000; 0
5000; 264; 19; 0.024200; 0.037000; 0
5000; 250; 20; 0.028100; 0.061000; 0
5000; 239; 21; 0.023200; 0.034000; 0
5000; 228; 22; 0.023100; 0.034000; 0
5000; 218; 23; 0.023000; 0.034000; 0
5000; 209; 24; 0.022800; 0.034000; 0
5000; 200; 25; 0.024000; 0.038000; 0
5000; 193; 26; 0.027400; 0.061000; 0
5000; 186; 27; 0.023200; 0.038000; 0
5000; 179; 28; 0.023200; 0.033000; 0
5000; 173; 29; 0.023000; 0.038000; 0
5000; 167; 30; 0.028200; 0.061000; 0
5000; 162; 31; 0.023100; 0.034000; 0
5000; 157; 32; 0.023200; 0.037000; 0
5000; 152; 33; 0.023300; 0.038000; 0
5000; 148; 34; 0.028900; 0.055000; 0
5000; 143; 35; 0.022900; 0.038000; 0
5000; 139; 36; 0.022800; 0.034000; 0
5000; 136; 37; 0.022700; 0.037000; 0
5000; 132; 38; 0.028400; 0.061000; 0
5000; 129; 39; 0.022600; 0.038000; 0
5000; 125; 40; 0.021700; 0.038000; 0
5000; 122; 41; 0.022200; 0.038000; 0
5000; 120; 42; 0.022400; 0.033000; 0
5000; 117; 43; 0.021900; 0.033000; 0
5000; 114; 44; 0.021900; 0.038000; 0
5000; 112; 45; 0.021900; 0.038000; 0
5000; 109; 46; 0.022800; 0.034000; 0
5000; 107; 47; 0.022000; 0.038000; 0
5000; 105; 48; 0.021800; 0.046000; 0
5000; 103; 49; 0.021900; 0.037000; 0
5000; 100; 50; 0.021800; 0.034000; 0
5000; 99; 51; 0.021700; 0.038000; 0
5000; 97; 52; 0.021800; 0.038000; 0
5000; 95; 53; 0.021900; 0.037000; 0
5000; 93; 54; 0.022400; 0.037000; 0
5000; 91; 55; 0.026800; 0.056000; 0
5000; 90; 56; 0.021800; 0.034000; 0
5000; 88; 57; 0.021800; 0.034000; 0
5000; 87; 58; 0.021700; 0.034000; 0
5000; 85; 59; 0.027400; 0.060000; 0
5000; 84; 60; 0.021900; 0.034000; 0
5000; 82; 61; 0.021800; 0.034000; 0
5000; 81; 62; 0.021500; 0.037000; 0
5000; 80; 63; 0.022000; 0.034000; 0
5000; 79; 64; 0.032500; 0.056000; 0
5000; 77; 65; 0.022900; 0.038000; 0
5000; 76; 66; 0.021500; 0.034000; 0
5000; 75; 67; 0.027000; 0.056000; 0
5000; 74; 68; 0.022000; 0.034000; 0
5000; 73; 69; 0.022500; 0.037000; 0
5000; 72; 70; 0.021600; 0.034000; 0
5000; 71; 71; 0.026800; 0.056000; 0
5000; 70; 72; 0.022300; 0.034000; 0
5000; 69; 73; 0.021600; 0.034000; 0
5000; 68; 74; 0.021800; 0.038000; 0
5000; 67; 75; 0.027400; 0.061000; 0
5000; 66; 76; 0.022100; 0.038000; 0
5000; 65; 77; 0.022000; 0.037000; 0
