1;1000000;2.45632886887e-07
1;1000000;2.46283054352e-07
1;1000000;2.7867102623e-07
1;1000000;1.90743923187e-07
1;1000000;3.13473939896e-07
1;1000000;2.75339841843e-07
1;1000000;2.86170959473e-07
2;500000;1.18103027344e-06
2;500000;1.2092962265e-06
2;500000;7.54678249359e-07
2;500000;1.176217556e-06
2;500000;7.93585777283e-07
2;500000;1.20810031891e-06
2;500000;1.15593767166e-06
4;250000;1.12926769257e-06
4;250000;2.44259166718e-06
4;250000;2.43729114532e-06
4;250000;1.12661933899e-06
4;250000;2.22568416595e-06
4;250000;2.42572402954e-06
4;250000;2.0367231369e-06
8;125000;3.73601722717e-06
8;125000;3.78009605408e-06
8;125000;3.63075828552e-06
8;125000;3.45338439941e-06
8;125000;3.82350349426e-06
8;125000;2.72779846191e-06
8;125000;3.49397468567e-06
12;83333;5.00375460364e-06
12;83333;5.63445533048e-06
12;83333;4.78415590878e-06
12;83333;4.82893968014e-06
12;83333;5.10553018012e-06
12;83333;5.13151981655e-06
12;83333;4.90916022349e-06
16;62500;6.14966583252e-06
16;62500;7.17082977295e-06
16;62500;7.74156570435e-06
16;62500;6.96189117432e-06
16;62500;8.51726531982e-06
16;62500;6.97984313965e-06
16;62500;7.46223831177e-06
20;50000;1.62054204941e-05
20;50000;1.49548196793e-05
20;50000;1.62441396713e-05
20;50000;1.65281820297e-05
20;50000;1.60107374191e-05
20;50000;1.67846012115e-05
20;50000;2.036632061e-05
24;41666;1.6690879847e-05
24;41666;1.8109083004e-05
24;41666;1.50130804803e-05
24;41666;2.03591418931e-05
24;41666;2.05894464813e-05
24;41666;1.55592356116e-05
24;41666;1.80789387839e-05
