user;1;100;1000;1.47790908813e-05
user;1;1000;1000;1.44519805908e-05
user;1;10000;1000;7.70401954651e-06
user;1;100000;1000;1.43909454346e-05
user;1;1000000;1000;1.43139362335e-05
user;1;100;10000;1.44446134567e-05
user;1;1000;10000;1.46723031998e-05
user;1;10000;10000;1.44469022751e-05
user;1;100000;10000;1.45312070847e-05
user;1;1000000;10000;1.48637056351e-05
user;2;100;1000;6.2175989151e-05
user;2;1000;1000;4.89728450775e-05
user;2;10000;1000;6.26010894775e-05
user;2;100000;1000;6.01508617401e-05
user;2;1000000;1000;3.54018211365e-05
user;2;100;10000;3.99807214737e-05
user;2;1000;10000;4.40337181091e-05
user;2;10000;10000;3.22461843491e-05
user;2;100000;10000;4.28843021393e-05
user;2;1000000;10000;3.90151023865e-05
user;4;100;1000;0.000112499952316
user;4;1000;1000;0.000133049964905
user;4;10000;1000;0.00010674905777
user;4;100000;1000;7.52429962158e-05
user;4;1000000;1000;0.000131788015366
user;4;100;10000;7.44700193405e-05
user;4;1000;10000;7.88360834122e-05
user;4;10000;10000;6.81170940399e-05
user;4;100000;10000;8.01066875458e-05
user;4;1000000;10000;7.16550111771e-05
user;8;100;1000;0.00014911198616
user;8;1000;1000;0.000255835056305
user;8;10000;1000;0.000175494194031
user;8;100000;1000;0.000211101055145
user;8;1000000;1000;0.00014803981781
user;8;100;10000;0.000147573208809
user;8;1000;10000;0.000146889591217
user;8;10000;10000;0.000142298698425
user;8;100000;10000;0.000141880011559
user;8;1000000;10000;0.000144218492508
user;12;100;1000;0.000220575094223
user;12;1000;1000;0.000217797040939
user;12;10000;1000;0.000270071029663
user;12;100000;1000;0.000216021060944
user;12;1000000;1000;0.000232098817825
user;12;100;10000;0.000211661100388
user;12;1000;10000;0.000217691087723
user;12;10000;10000;0.000223730993271
user;12;100000;10000;0.000218549489975
user;12;1000000;10000;0.000217968392372
user;16;100;1000;0.000572885990143
user;16;1000;1000;0.000497527837753
user;16;10000;1000;0.0019921131134
user;16;100000;1000;0.000484378099442
user;16;1000000;1000;0.00047226691246
user;16;100;10000;0.000308737206459
user;16;1000;10000;0.000309284210205
user;16;10000;10000;0.000313321185112
user;16;100000;10000;0.000307594394684
user;16;1000000;10000;0.000308461403847
user;20;100;1000;0.000678133010864
user;20;1000;1000;0.000690083026886
user;20;10000;1000;0.000702625989914
user;20;100000;1000;0.000699243068695
user;20;1000000;1000;0.000654225111008
user;20;100;10000;0.000453568196297
user;20;1000;10000;0.0003963285923
user;20;10000;10000;0.000415490102768
user;20;100000;10000;0.000397979092598
user;20;1000000;10000;0.00039341750145
user;24;100;1000;0.000885650157928
user;24;1000;1000;0.000890967130661
user;24;10000;1000;0.00256526017189
user;24;100000;1000;0.000856989145279
user;24;1000000;1000;0.000943331003189
user;24;100;10000;0.000480026197433
user;24;1000;10000;0.000494963312149
user;24;10000;10000;0.000484835100174
user;24;100000;10000;0.000578301215172
user;24;1000000;10000;0.000493521499634
