100000000; 1; 3.141635; 4.136367
50000000; 2; 3.141515; 2.164795
33333333; 3; 3.141817; 1.460325
25000000; 4; 3.141204; 1.197079
20000000; 5; 3.141788; 0.969620
16666666; 6; 3.141289; 0.817088
14285714; 7; 3.142645; 0.688166
12500000; 8; 3.141523; 0.636549
11111111; 9; 3.142434; 0.527089
10000000; 10; 3.141629; 0.504982
9090909; 11; 3.142000; 0.457463
8333333; 12; 3.141308; 0.423666
7692307; 13; 3.141407; 0.354150
7142857; 14; 3.141959; 0.458482
6666666; 15; 3.141015; 0.391233
6250000; 16; 3.142554; 0.361283
5882352; 17; 3.140737; 0.352315
5555555; 18; 3.140393; 0.347299
5263157; 19; 3.141404; 0.327394
5000000; 20; 3.141063; 0.339240
4761904; 21; 3.141067; 0.331419
4545454; 22; 3.140756; 0.291037
4347826; 23; 3.141063; 0.242087
4166666; 24; 3.141785; 0.286514
1000000000; 1; 3.141608; 40.371730
500000000; 2; 3.141597; 20.536877
333333333; 3; 3.141602; 13.798368
250000000; 4; 3.141529; 10.352388
200000000; 5; 3.141543; 8.543584
166666666; 6; 3.141553; 7.242104
142857142; 7; 3.141634; 6.126562
125000000; 8; 3.141813; 5.439506
111111111; 9; 3.141472; 4.788580
100000000; 10; 3.141580; 4.344900
90909090; 11; 3.141562; 3.921792
83333333; 12; 3.141750; 3.665099
76923076; 13; 3.141655; 3.383527
71428571; 14; 3.141563; 3.092497
66666666; 15; 3.141623; 2.915707
62500000; 16; 3.141805; 2.730296
58823529; 17; 3.141457; 2.591671
55555555; 18; 3.141376; 2.884665
52631578; 19; 3.141459; 2.700861
50000000; 20; 3.141886; 2.208054
47619047; 21; 3.141931; 2.075114
45454545; 22; 3.141784; 2.009995
43478260; 23; 3.141927; 1.986317
41666666; 24; 3.141870; 1.879929
10000000000; 1; 3.141592; 403.161285
5000000000; 2; 3.141574; 204.643707
3333333333; 3; 3.141600; 136.650549
2500000000; 4; 3.141585; 104.860673
2000000000; 5; 3.141570; 84.129970
1666666666; 6; 3.141538; 71.040949
1428571428; 7; 3.141550; 60.695343
1250000000; 8; 3.141636; 53.336065
1111111111; 9; 3.141613; 47.969596
1000000000; 10; 3.141580; 42.844543
909090909; 11; 3.141673; 40.205634
833333333; 12; 3.141683; 35.579461
769230769; 13; 3.141532; 32.995206
714285714; 14; 3.141525; 30.753155
666666666; 15; 3.141713; 28.826908
625000000; 16; 3.141525; 27.004595
588235294; 17; 3.141539; 26.027717
555555555; 18; 3.141671; 24.078601
526315789; 19; 3.141618; 22.830789
500000000; 20; 3.141574; 25.181759
476190476; 21; 3.141602; 20.360516
454545454; 22; 3.141773; 19.743650
434782608; 23; 3.141575; 18.625345
416666666; 24; 3.141587; 17.862289
