user;1;100;10000;8.55898857117e-07
user;1;1000;10000;8.78405570984e-07
user;1;10000;10000;9.08708572388e-07
user;1;100000;10000;4.60910797119e-07
user;1;100;100000;8.58478546143e-07
user;1;1000;100000;8.79681110382e-07
user;1;10000;100000;8.70790481567e-07
user;1;100000;100000;8.62309932709e-07
user;1;100;1000000;5.13643026352e-07
user;1;1000;1000000;5.73151111603e-07
user;1;10000;1000000;5.81190109253e-07
user;1;100000;1000000;5.14531135559e-07
user;1;100;10000000;4.60909414291e-07
user;1;1000;10000000;4.51687598228e-07
user;1;10000;10000000;4.69231414795e-07
user;1;100000;10000000;4.55779099464e-07
user;1;100;100000000;4.46289348602e-07
user;1;1000;100000000;4.5392647028e-07
user;1;10000;100000000;4.4778042078e-07
user;1;100000;100000000;4.51333320141e-07
user;2;100;5000;3.88820171356e-05
user;2;1000;5000;4.14098262787e-05
user;2;10000;5000;3.1188583374e-05
user;2;100000;5000;9.44247722626e-05
user;2;100;50000;2.25709581375e-05
user;2;1000;50000;2.34340190887e-05
user;2;10000;50000;3.33100795746e-05
user;2;100000;50000;8.45020961761e-05
user;2;100;500000;2.13453259468e-05
user;2;1000;500000;2.20759782791e-05
user;2;10000;500000;3.07164096832e-05
user;2;100000;500000;8.36559758186e-05
user;2;100;5000000;2.08213851929e-05
user;2;1000;5000000;2.25440040112e-05
user;2;10000;5000000;3.14680997849e-05
user;2;100000;5000000;8.39312930107e-05
user;2;100;50000000;2.07489479208e-05
user;2;1000;50000000;2.22446318007e-05
