1;10000;3.40700149536e-07
1;10000;3.52096557617e-07
1;10000;3.38006019592e-07
1;10000;1.84297561646e-07
1;10000;3.56602668762e-07
2;10000;1.04100704193e-06
2;10000;1.02379322052e-06
2;10000;5.83505630493e-07
2;10000;1.02050304413e-06
2;10000;5.77092170715e-07
4;10000;1.09829902649e-06
4;10000;2.35068798065e-06
4;10000;1.75740718842e-06
4;10000;2.99978256226e-06
4;10000;2.00939178467e-06
8;10000;4.28540706635e-06
8;10000;4.45799827576e-06
8;10000;3.56950759888e-06
8;10000;4.34460639954e-06
8;10000;4.24218177795e-06
12;10000;6.0115814209e-06
12;10000;6.38020038605e-06
12;10000;4.72259521484e-06
12;10000;5.11560440063e-06
12;10000;6.00070953369e-06
16;10000;8.38439464569e-06
16;10000;1.01474046707e-05
16;10000;2.89312124252e-05
16;10000;1.14187002182e-05
16;10000;1.15960836411e-05
20;10000;3.77985954285e-05
20;10000;2.60088920593e-05
20;10000;4.5592713356e-05
20;10000;2.30666160583e-05
20;10000;2.39156007767e-05
24;10000;3.5240483284e-05
24;10000;3.51679086685e-05
24;10000;3.00951004028e-05
24;10000;3.28387975693e-05
24;10000;3.69951963425e-05
