problem_size,size_per_proc,procs,time,pi,speedup,efficiency,karp_flatt,speedup_scal,efficiency_scal,karp_flatt_scal
10000000,10000000,1,0.387448,3.141143,1.0,1.0,,51.619830273998055,51.619830273998055,
10000000,5000000,2,0.899303,3.141818,0.43083143278739205,0.21541571639369603,3.6421868224897276,22.23944543718858,11.11972271859429,-0.9100697
10000000,3333333,3,1.028481,3.141801,0.3767186754057683,0.12557289180192277,3.481751099502384,19.446154085491127,6.482051361830376,-0.4228639249999999
10000000,2500000,4,0.593369,3.142271,0.6529629960446198,0.16324074901115496,1.7086404713234635,33.70583903102454,8.426459757756135,-0.29377539999999996
10000000,2000000,5,0.560242,3.142273,0.6915725704249235,0.13831451408498469,1.5574748095228264,35.69885870748712,7.139771741497424,-0.214984875
10000000,1666666,6,0.514149,3.141567,0.7535714355177197,0.12559523925295327,1.3924170469327495,38.89922960075776,6.483204933459626,-0.16915106
10000000,1428571,7,0.460995,3.142006,0.8404603086801375,0.1200657583828768,1.2214615466677679,43.38441848610072,6.19777406944296,-0.13977529166666666
10000000,1250000,8,0.41032,3.141174,0.9442581399883018,0.11803226749853772,1.067465643315822,48.74244492103724,6.092805615129655,-0.1194102857142857
10000000,1111111,9,0.312298,3.141879,1.2406355468174628,0.1378483940908292,0.7817932987136338,64.04139635860619,7.115710706511799,-0.1074332375
10000000,1000000,10,0.314769,3.141458,1.2308963080862474,0.12308963080862474,0.7915734641953386,63.53865850830291,6.3538658508302905,-0.09362394444444445
10000000,909090,11,0.295786,3.141014,1.3098929631557952,0.11908117846870865,0.7397632714583634,67.61645243520654,6.146950221382412,-0.08373177
10000000,833333,12,0.291909,3.141724,1.3272903541857224,0.11060752951547687,0.7309978019337726,68.51450280738176,5.709541900615147,-0.07498678181818182
