problem_size,size_per_proc,procs,time,pi,speedup,efficiency,karp_flatt,speedup_scal,efficiency_scal,karp_flatt_scal
100000000,100000000,1,5.322562,3.141474,1.0,1.0,,37.57588920523613,37.57588920523613,
100000000,50000000,2,8.074865,3.141258,0.6591518248292695,0.32957591241463474,2.0342023258723905,24.768215939213842,12.384107969606921,-0.91925135
100000000,33333333,3,7.156725,3.141306,0.7437147577977357,0.24790491926591188,1.5169022925425764,27.945743339306738,9.315247779768912,-0.44632456249999997
100000000,25000000,4,6.43697,3.141555,0.8268738241750389,0.2067184560437597,1.2791658102495251,31.070519203911157,7.767629800977789,-0.2904202
100000000,20000000,5,6.064024,3.141559,0.8777277266712664,0.1755455453342533,1.17413183726183,32.98139980976329,6.596279961952658,-0.21209985
100000000,16666666,6,4.792146,3.141636,1.1106844407495098,0.18511407345825162,0.8804148829078927,41.73495548758323,6.955825914597205,-0.17124712399999997
100000000,14285714,7,3.415373,3.141436,1.5584130928012838,0.22263044182875483,0.5819581184149037,58.55875771109041,8.365536815870058,-0.14674365749999999
100000000,12500000,8,3.558364,3.141631,1.4957890761035126,0.18697363451293908,0.6211925223765763,56.2056045980681,7.025700574758512,-0.12252363428571429
100000000,11111111,9,3.150445,3.141758,1.6894635519744035,0.18771817244160038,0.5408918440029445,63.483095245274875,7.053677249474986,-0.10727874687500001
100000000,10000000,10,2.440036,3.14155,2.1813456850636626,0.21813456850636626,0.39825845773770857,81.96600378027209,8.19660037802721,-0.09755535555555556
100000000,9090909,11,2.508879,3.141455,2.1214901157050616,0.19286273779136923,0.4185034763333899,79.71687753773698,7.246988867066998,-0.08620116550000001
100000000,8333333,12,2.605963,3.141312,2.0424549389227704,0.1702045782435642,0.4432075106960624,76.74706049164935,6.395588374304112,-0.07669474727272726
