user;1;100;6.95943832397e-06
user;1;1000;7.62915611267e-06
user;2;100;3.10754776001e-05
user;2;1000;3.022813797e-05
user;4;100;0.000147123336792
user;4;1000;6.66351318359e-05
user;8;100;0.000237663586934
user;8;1000;0.000257081985474
user;1;25;10
user;1;50;10
user;1;75;10
user;1;25;100
user;1;50;100
user;1;75;100
user;2;25;5
user;2;50;5
user;2;75;5
user;2;25;50
user;2;50;50
user;2;75;50
