10000; 1; 3.128400; 0.001063
50000; 1; 3.147280; 0.003905
100000; 1; 3.135320; 0.007805
500000; 1; 3.141904; 0.038763
1000000; 1; 3.140228; 0.077412
5000000; 1; 3.143440; 0.269286
10000000; 1; 3.141527; 0.544804
50000000; 1; 3.141623; 2.536917
100000000; 1; 3.141638; 4.812387
500000000; 1; 3.141677; 23.870236
1000000000; 1; 3.141623; 47.627183
5000000000; 1; 3.141618; 241.429641
10000000000; 1; 3.141580; 475.601528
5000; 2; 3.173600; 0.000449
25000; 2; 3.152480; 0.001994
50000; 2; 3.139760; 0.003997
250000; 2; 3.144048; 0.019668
500000; 2; 3.141624; 0.022287
2500000; 2; 3.142786; 0.196723
5000000; 2; 3.140066; 0.367813
25000000; 2; 3.141222; 1.342068
50000000; 2; 3.141505; 2.479999
250000000; 2; 3.141527; 12.171830
500000000; 2; 3.141658; 24.274118
2500000000; 2; 3.141593; 120.689205
5000000000; 2; 3.141596; 241.147419
2500; 4; 3.140800; 0.000255
12500; 4; 3.132480; 0.001040
25000; 4; 3.128800; 0.001991
125000; 4; 3.146752; 0.009880
250000; 4; 3.137712; 0.019387
1250000; 4; 3.139523; 0.098431
2500000; 4; 3.142454; 0.196260
12500000; 4; 3.141480; 0.614096
25000000; 4; 3.141266; 1.308770
125000000; 4; 3.141499; 5.882069
250000000; 4; 3.141640; 11.840481
1250000000; 4; 3.141568; 57.566194
2500000000; 4; 3.141601; 117.293943
1250; 8; 3.203200; 0.000176
6250; 8; 3.141760; 0.000564
12500; 8; 3.174720; 0.001042
62500; 8; 3.141696; 0.005147
125000; 8; 3.144096; 0.010015
625000; 8; 3.139674; 0.049403
1250000; 8; 3.140790; 0.089515
6250000; 8; 3.140551; 0.397709
12500000; 8; 3.141060; 0.640439
62500000; 8; 3.141233; 3.116680
125000000; 8; 3.141571; 6.073777
625000000; 8; 3.141555; 30.242857
1250000000; 8; 3.141570; 59.987282
833; 12; 3.121248; 0.011103
4166; 12; 3.107057; 0.000402
8333; 12; 3.134045; 0.000727
41666; 12; 3.151730; 0.003326
83333; 12; 3.151405; 0.006620
416666; 12; 3.138466; 0.032589
833333; 12; 3.141044; 0.072729
4166666; 12; 3.141710; 0.299627
8333333; 12; 3.141970; 0.496962
41666666; 12; 3.141818; 2.269015
83333333; 12; 3.141947; 4.445048
416666666; 12; 3.141632; 22.104898
833333333; 12; 3.141582; 44.507799
500; 20; 3.072000; 0.000291
2500; 20; 3.140800; 0.000265
5000; 20; 3.125600; 0.000484
25000; 20; 3.142720; 0.002364
50000; 20; 3.144080; 0.003998
250000; 20; 3.141632; 0.019684
500000; 20; 3.140664; 0.039765
2500000; 20; 3.140942; 0.207906
5000000; 20; 3.142136; 0.391504
25000000; 20; 3.141758; 3.383021
50000000; 20; 3.141860; 3.969372
250000000; 20; 3.141597; 19.698948
500000000; 20; 3.141555; 39.190479
416; 24; 3.125000; 0.000877
2083; 24; 3.133941; 0.004900
4166; 24; 3.142583; 0.000420
20833; 24; 3.147890; 0.001703
41666; 24; 3.129650; 0.003333
208333; 24; 3.143141; 0.016396
416666; 24; 3.140962; 0.032739
2083333; 24; 3.140940; 0.161350
4166666; 24; 3.143454; 0.324347
20833333; 24; 3.141412; 1.921046
41666666; 24; 3.141766; 3.265547
208333333; 24; 3.141424; 16.224812
416666666; 24; 3.141448; 33.200074
