1;10000;3.34405899048e-07
1;10000;3.38816642761e-07
1;10000;3.42082977295e-07
1;10000;1.95908546448e-07
1;10000;3.45802307129e-07
2;5000;1.47356987e-06
2;5000;7.27224349976e-07
2;5000;1.22699737549e-06
2;5000;6.9580078125e-07
2;5000;9.75370407104e-07
4;2500;2.08597183228e-06
4;2500;2.2364616394e-06
4;2500;2.37083435059e-06
4;2500;1.3575553894e-06
4;2500;2.75993347168e-06
8;1250;4.0599822998e-06
8;1250;4.03213500977e-06
8;1250;4.05197143555e-06
8;1250;4.11205291748e-06
8;1250;4.06398773193e-06
12;833;0.00918259655013
12;833;5.30016236231e-06
12;833;5.13930853103e-06
12;833;5.05058132872e-06
12;833;5.23061168437e-06
16;625;6.78253173828e-06
16;625;7.85903930664e-06
16;625;8.03871154785e-06
16;625;7.41271972656e-06
16;625;8.78868103027e-06
20;500;1.08580589294e-05
20;500;1.09858512878e-05
20;500;1.11360549927e-05
20;500;1.0486125946e-05
20;500;1.0694026947e-05
24;416;1.13031038871e-05
24;416;2.18915251585e-05
24;416;1.016832315e-05
24;416;1.10675509159e-05
24;416;1.0242828956e-05
