1;1000000;2.89688110352e-07
1;1000000;2.93507099152e-07
1;1000000;3.03886175156e-07
1;1000000;2.32052087784e-07
1;1000000;2.72588968277e-07
1;1000000;2.22590923309e-07
1;1000000;2.49144077301e-07
2;1000000;1.14049696922e-06
2;1000000;1.13921904564e-06
2;1000000;1.02101516724e-06
2;1000000;1.13729286194e-06
2;1000000;1.12509608269e-06
2;1000000;9.79974031448e-07
2;1000000;9.2071890831e-07
4;1000000;2.30007600784e-06
4;1000000;1.87597322464e-06
4;1000000;1.97361803055e-06
4;1000000;1.87561392784e-06
4;1000000;2.07423210144e-06
4;1000000;2.0338101387e-06
4;1000000;2.37743878365e-06
8;1000000;3.39619994164e-06
8;1000000;3.62828302383e-06
8;1000000;3.2773001194e-06
8;1000000;3.35765504837e-06
8;1000000;3.72795200348e-06
8;1000000;3.50957798958e-06
8;1000000;3.60173606873e-06
12;1000000;4.99430418015e-06
12;1000000;5.06737399101e-06
12;1000000;5.0036418438e-06
12;1000000;4.87353491783e-06
12;1000000;5.04085993767e-06
12;1000000;4.91165304184e-06
12;1000000;4.6820640564e-06
16;1000000;5.72768306732e-06
16;1000000;6.1760289669e-06
16;1000000;6.08735394478e-06
16;1000000;5.8319439888e-06
16;1000000;5.36480808258e-06
16;1000000;5.53474593163e-06
16;1000000;6.05265903473e-06
20;1000000;1.3738421917e-05
20;1000000;1.34193379879e-05
20;1000000;1.39581749439e-05
20;1000000;1.45776181221e-05
20;1000000;1.37769889832e-05
20;1000000;1.28518660069e-05
20;1000000;1.44208230972e-05
24;1000000;1.42683539391e-05
24;1000000;1.54268260002e-05
24;1000000;1.44682631493e-05
24;1000000;1.48916640282e-05
24;1000000;1.62647469044e-05
24;1000000;1.46881439686e-05
24;1000000;1.39827778339e-05
